Protein,CellCondition,Cell_population,Timepoint,conditionID,condition_proteinID,Cell_proportion_raw,control_median3,Cell_proportion_norm1med3,T_statistic_all3,p_raw_all3,p_adj_all3
APLP2,Activated,T_activation,4hr,Activated 4hr,Activated 4hr APLP2,0.39210710314324604,0.38407240779305374,0.020491073193481618,0.19823931881111384,0.8452807040511865,0.9327235355047575
APLP2,Activated,T0,4hr,Activated 4hr,Activated 4hr APLP2,0.049494641,0.0547928315,-0.0966949572591444,-0.2193240454737363,0.8304464849972022,0.9230458084699961
APLP2,Activated,T4,4hr,Activated 4hr,Activated 4hr APLP2,0.2905465195,0.2892566795,0.004439357945914016,-0.10769359519241806,0.9160617985945899,0.9688611480797189
APLP2,Activated,T8,4hr,Activated 4hr,Activated 4hr APLP2,0.25726874850000003,0.2571123255,6.080139966942647e-4,0.2768914123787213,0.783869223297378,0.901270070046323
APLP2,Resting,B,24hr,Resting 24hr,Resting 24hr APLP2,0.08791508549999999,0.091134612,-0.0353271542978645,0.33397246573973205,0.7419470568285222,0.8810621299838701
APLP2,Resting,B_activation,24hr,Resting 24hr,Resting 24hr APLP2,0.7283460423456568,0.7019246071266796,0.0362759370997422,1.0174640122496308,0.3267055127309074,0.6276543457891104
APLP2,Resting,ConvB,24hr,Resting 24hr,Resting 24hr APLP2,0.048426193,0.0532931405,-0.09132408888532292,-0.5011743541923855,0.6214906460558036,0.8214705876093393
APLP2,Resting,ConvNK,24hr,Resting 24hr,Resting 24hr APLP2,0.054585303,0.059594602499999996,-0.08405626163879514,-1.2672173168570344,0.2260828354406395,0.5438510937602723
APLP2,Resting,ConvT,24hr,Resting 24hr,Resting 24hr APLP2,0.384946542,0.39956714000000004,-0.036591092050262286,-0.7637167324021957,0.4592221641846319,0.7187201928420531
APLP2,Resting,M14,24hr,Resting 24hr,Resting 24hr APLP2,0.10782069550000001,0.08572885150000001,0.20489428210004448,3.3319704096769924,0.002629889654943593,0.04789748822946443
APLP2,Resting,M16,24hr,Resting 24hr,Resting 24hr APLP2,0.01875586,0.037002205499999996,-0.49311507931601534,NA,NA,NA
APLP2,Resting,Negs,24hr,Resting 24hr,Resting 24hr APLP2,0.065846703,0.06394903099999999,0.02881954469307319,0.733574001576142,0.4766313566904615,0.731797638555052
APLP2,Resting,NK,24hr,Resting 24hr,Resting 24hr APLP2,0.12455435649999999,0.1229135675,0.013173276681012678,-0.6004422507765247,0.555736057510473,0.7807915030996362
APLP2,Resting,NK_activation,24hr,Resting 24hr,Resting 24hr APLP2,1.2796025541458707,1.1702523121454966,0.08545641116929846,1.5771683982562523,0.13641765783843288,0.42146323254021095
APLP2,Resting,PolarizedB,24hr,Resting 24hr,Resting 24hr APLP2,0.0370972075,0.035920714,0.03171380217769762,1.193134162120918,0.25256221111604144,0.5679466704089867
APLP2,Resting,PolarizedNK,24hr,Resting 24hr,Resting 24hr APLP2,0.0699862765,0.06577430249999999,0.060182855991774434,0.7172791928838476,0.481572280317235,0.7325028963858272
APLP2,Resting,PolarizedT,24hr,Resting 24hr,Resting 24hr APLP2,0.20865890199999998,0.2035539045,0.02446575464103605,1.4428551145566133,0.16692169930748604,0.46822788087174866
