Protein,CellCondition,Cell_population,Timepoint,conditionID,condition_proteinID,Cell_proportion_raw,control_median3,Cell_proportion_norm1med3,T_statistic_all3,p_raw_all3,p_adj_all3
CD320,Resting,NK,4hr,Resting 4hr,Resting 4hr CD320,0.1197476475,0.120395395,-0.005380168402620414,-1.5848953405441617,0.1282284627216258,0.4092540962453989
CD320,Resting,NK_activation,4hr,Resting 4hr,Resting 4hr CD320,0.668318830454999,0.5837468870995881,0.12654430715027634,2.5953544583405614,0.015865163634508753,0.12970065954862287
CD320,Resting,PolarizedB,4hr,Resting 4hr,Resting 4hr CD320,0.021404619,0.021924569499999998,-0.02371542574644387,0.3289183280168601,0.7444780829608497,0.8827745966654249
CD320,Resting,PolarizedNK,4hr,Resting 4hr,Resting 4hr CD320,0.046058516499999994,0.043480663,0.05596909531378396,1.5320367200281886,0.13869303548913894,0.4247815154641708
CD320,Resting,PolarizedT,4hr,Resting 4hr,Resting 4hr CD320,0.15071215799999998,0.1552011015,-0.02892339974790713,-0.11987264563993952,0.9056584479222793,0.9654332553931542
CD320,Resting,T_activation,4hr,Resting 4hr,Resting 4hr CD320,0.34092106740891664,0.3597384456252047,-0.052308499258633644,-0.27259631762196795,0.7876201943947932,0.9015984865161991
CD320,Resting,T0,4hr,Resting 4hr,Resting 4hr CD320,0.070846927,0.06729434749999999,0.050144440280381015,0.5131590599465943,0.6151658872487029,0.817085438442843
CD320,Resting,T4,4hr,Resting 4hr,Resting 4hr CD320,0.2751234545,0.276006823,-0.003200531386863711,-0.14017408728470826,0.8901067847652114,0.9565796290539083
CD320,Resting,T8,4hr,Resting 4hr,Resting 4hr CD320,0.2504184145,0.250318184,4.0025211484605224e-4,-0.10476886044972067,0.9175901408719233,0.9694088716770275
CD58,Activated,B,24hr,Activated 24hr,Activated 24hr CD58,0.106082187,0.103368426,0.02558168413326542,1.1951822147926152,0.24963074125094753,0.567915774295888
CD58,Activated,B_activation,24hr,Activated 24hr,Activated 24hr CD58,0.688648737415115,0.7463498664486611,-0.07731109983057141,-1.6340677806848243,0.1135570575426788,0.3819789266165904
CD58,Activated,ConvB,24hr,Activated 24hr,Activated 24hr CD58,0.061280407,0.058813168,0.040261465626362486,1.6151414916970588,0.12145350249160601,0.3936920299596693
CD58,Activated,ConvNK,24hr,Activated 24hr,Activated 24hr CD58,0.050692602,0.0531897805,-0.04694846409452649,-0.46268909068506026,0.6520473584564488,0.8368303619429956
CD58,Activated,ConvT,24hr,Activated 24hr,Activated 24hr CD58,0.395762432,0.4062744755,-0.025874240529294615,-0.9230948685659689,0.3719117722570203,0.6606935209123984
CD58,Activated,M14,24hr,Activated 24hr,Activated 24hr CD58,0.0481534925,0.0473513125,0.01665881244231661,2.4712465301887735e-4,0.9998061924103312,0.9998061924103312
CD58,Activated,M16,24hr,Activated 24hr,Activated 24hr CD58,0.005564014,0.005882159,-0.05408643322970354,NA,NA,NA
CD58,Activated,Negs,24hr,Activated 24hr,Activated 24hr CD58,0.0873604615,0.08711513,0.0028082669870053414,-0.5635331326989838,0.5778227068462143,0.7943837326455586
CD58,Activated,NK,24hr,Activated 24hr,Activated 24hr CD58,0.121339461,0.123294605,-0.015857498387703225,-0.35277521255790206,0.7289883266320534,0.8742108532392276
CD58,Activated,NK_activation,24hr,Activated 24hr,Activated 24hr CD58,1.4760120100623215,1.3529529881664586,0.08337264267291905,0.6561935266746035,0.5246875148154966,0.7555041518533945
CD58,Activated,PolarizedB,24hr,Activated 24hr,Activated 24hr CD58,0.0434508435,0.043414714,8.315028452785395e-4,-0.0027736087889279515,0.9978201290584299,0.9990525129148214
CD58,Activated,PolarizedNK,24hr,Activated 24hr,Activated 24hr CD58,0.07225744,0.0711793735,0.014919799262193653,0.062278732543693566,0.9510608687213112,0.9811723041462651
CD58,Activated,PolarizedT,24hr,Activated 24hr,Activated 24hr CD58,0.228869793,0.2270563485,0.007923476821600408,1.0782575653626305,0.29571824233350913,0.608942581898778
CD58,Activated,T_activation,24hr,Activated 24hr,Activated 24hr CD58,0.5755897838023881,0.5614133531662853,0.024629399330982422,1.0596476440628162,0.305628125934852,0.6153043065178477
CD58,Activated,T0,24hr,Activated 24hr,Activated 24hr CD58,0.059097102,0.0628018265,-0.05899071263476718,-0.7237430459077261,0.48330739347034657,0.7325028963858272
CD58,Activated,T4,24hr,Activated 24hr,Activated 24hr CD58,0.30392025050000004,0.3043045645,-0.0012629255188183063,0.18518146374846536,0.8557710058222596,0.9382312294014511
CD58,Activated,T8,24hr,Activated 24hr,Activated 24hr CD58,0.26981632450000004,0.27036526,-0.002030347759915451,0.5022738082908748,0.622300187542207,0.8220717306369622
CD58,Activated,B,4hr,Activated 4hr,Activated 4hr CD58,0.1086147195,0.107069685,0.01422490899127167,0.6806007761369527,0.5054520025954323,0.7459097514029681
CD58,Activated,B_activation,4hr,Activated 4hr,Activated 4hr CD58,0.2549094506477271,0.2584974983272899,-0.013880396146116355,-1.0486297805840015,0.30375311849124337,0.6141285118326513
CD58,Activated,ConvB,4hr,Activated 4hr,Activated 4hr CD58,0.08755048200000001,0.085766995,0.020370955810386216,0.9176938760241613,0.3708898802406866,0.659630872825652
CD58,Activated,ConvNK,4hr,Activated 4hr,Activated 4hr CD58,0.0605317695,0.0612178535,-0.011207253452622338,-0.6165948046516564,0.5460464548301776,0.7732542256651274
CD58,Activated,ConvT,4hr,Activated 4hr,Activated 4hr CD58,0.435597963,0.4317089275,0.008928038765874512,0.8775748512346258,0.39437615544306537,0.6744886146536815
CD58,Activated,M14,4hr,Activated 4hr,Activated 4hr CD58,0.10115992700000001,0.0998607735,0.012842570556619824,-0.06055345599865312,0.9525649876563758,0.9811723041462651
CD58,Activated,M16,4hr,Activated 4hr,Activated 4hr CD58,0.014206888,0.013076183,0.07958850664550891,NA,NA,NA
CD58,Activated,Negs,4hr,Activated 4hr,Activated 4hr CD58,0.0658834835,0.065821646,9.385888042791295e-4,0.7940657431173317,0.43731609703774377,0.7029429927268954
CD58,Activated,NK,4hr,Activated 4hr,Activated 4hr CD58,0.111831814,0.11114358,0.006154187930815428,-0.31470800176549435,0.756814671840597,0.8878854275958733
CD58,Activated,NK_activation,4hr,Activated 4hr,Activated 4hr CD58,0.8745279498449661,0.832460326371414,0.0481032349863829,0.6634641613108556,0.5172399581139373,0.7523661289671121
CD58,Activated,PolarizedB,4hr,Activated 4hr,Activated 4hr CD58,0.0220668545,0.022384341000000002,-0.014183419561022679,-0.38606056110959397,0.7033810899503818,0.8647026681184694
CD58,Activated,PolarizedNK,4hr,Activated 4hr,Activated 4hr CD58,0.054181628,0.052739208999999995,0.02662192062593629,0.6092283807926843,0.549006601163089,0.7758187414460386
CD58,Activated,PolarizedT,4hr,Activated 4hr,Activated 4hr CD58,0.161359798,0.167084634,-0.034263090883629735,-1.1911917025529202,0.25518859779666886,0.5707452245646419
CD58,Activated,T_activation,4hr,Activated 4hr,Activated 4hr CD58,0.3706627663033553,0.38407240779305374,-0.034914357859635196,-1.1027891013505229,0.28928155275927286,0.6046789537325055
CD58,Activated,T0,4hr,Activated 4hr,Activated 4hr CD58,0.058776519,0.0547928315,0.06777685320221158,0.9485131924948653,0.36139362169946465,0.6513386640974104
CD58,Activated,T4,4hr,Activated 4hr,Activated 4hr CD58,0.2834562225,0.2892566795,-0.02005297512930892,-1.725451999046915,0.10658998361367375,0.37138515780580883
CD58,Activated,T8,4hr,Activated 4hr,Activated 4hr CD58,0.2563990525,0.2571123255,-0.002774168833069087,-0.26981812604774164,0.7911519857461706,0.9029008115132272
CD58,Resting,B,24hr,Resting 24hr,Resting 24hr CD58,0.0843782025,0.091134612,-0.07413659148513195,0.05791289411533669,0.954545095234401,0.9811723041462651
CD58,Resting,B_activation,24hr,Resting 24hr,Resting 24hr CD58,0.83249005806844,0.7019246071266796,0.15683724949785102,1.587663058132393,0.13713169846568418,0.42269238361032185
CD58,Resting,ConvB,24hr,Resting 24hr,Resting 24hr CD58,0.0453718555,0.0532931405,-0.14863610824361156,-0.9618102636938081,0.3494718561990603,0.6453421065118562
CD58,Resting,ConvNK,24hr,Resting 24hr,Resting 24hr CD58,0.055603251500000006,0.059594602499999996,-0.06697504190920629,-0.9902451140157387,0.33883138348356323,0.6353414993307832
CD58,Resting,ConvT,24hr,Resting 24hr,Resting 24hr CD58,0.385731163,0.39956714000000004,-0.03462741455666263,-1.5595976181954985,0.14199117203967698,0.4292564737220569
CD58,Resting,M14,24hr,Resting 24hr,Resting 24hr CD58,0.10635299749999999,0.08572885150000001,0.19392162407082117,4.508810467728572,6.574645479972576e-5,0.00518979957549446
CD58,Resting,M16,24hr,Resting 24hr,Resting 24hr CD58,0.0225156625,0.037002205499999996,-0.3915048523256269,NA,NA,NA
CD58,Resting,Negs,24hr,Resting 24hr,Resting 24hr CD58,0.06915120150000001,0.06394903099999999,0.07522892425809867,3.361085284076768,0.0026587832693164876,0.04789748822946443
CD58,Resting,NK,24hr,Resting 24hr,Resting 24hr CD58,0.133089914,0.1229135675,0.07646219156772467,2.8162694141854643,0.009126269481502344,0.09608262934637966
CD58,Resting,NK_activation,24hr,Resting 24hr,Resting 24hr CD58,1.4080418793300318,1.1702523121454966,0.16887961265589566,3.0990164762698407,0.00871107766668118,0.09457741466682425
CD58,Resting,PolarizedB,24hr,Resting 24hr,Resting 24hr CD58,0.0363317035,0.035920714,0.011312145052598489,1.326681698457826,0.20841333534943501,0.5268950194055095
CD58,Resting,PolarizedNK,24hr,Resting 24hr,Resting 24hr CD58,0.0755589765,0.06577430249999999,0.12949717496504215,4.709269954451779,1.3819306423380994e-4,0.008844356110963836
CD58,Resting,PolarizedT,24hr,Resting 24hr,Resting 24hr CD58,0.199226636,0.2035539045,-0.02125858755020826,-0.8201193752649988,0.424083957212786,0.6926609697390838
CD58,Resting,T_activation,24hr,Resting 24hr,Resting 24hr CD58,0.516482427382167,0.5137376359297324,0.005314394656845842,0.020427003270435312,0.983980517595191,0.9942005063529308
CD58,Resting,T0,24hr,Resting 24hr,Resting 24hr CD58,0.0679869555,0.06200615550000001,0.0879698165039909,1.3519462944734535,0.1964528120151971,0.5109247971538156
CD58,Resting,T4,24hr,Resting 24hr,Resting 24hr CD58,0.26394875100000004,0.282257988,-0.06486702867023901,-4.308799155387862,3.641454533664499e-4,0.016663881280835367
CD58,Resting,T8,24hr,Resting 24hr,Resting 24hr CD58,0.2489352005,0.2518402785,-0.011535398615754013,-1.7261824799196832,0.1035746872345463,0.36453493394271574
CD58,Resting,B,4hr,Resting 4hr,Resting 4hr CD58,0.098995696,0.0973823945,0.016296683241663328,0.9667599732733073,0.34582655309215593,0.6420230359695597
CD58,Resting,B_activation,4hr,Resting 4hr,Resting 4hr CD58,0.3167106005186822,0.28950916995562237,0.08588733853085945,0.5626385702662741,0.5818169701519929,0.7980258125699533
CD58,Resting,ConvB,4hr,Resting 4hr,Resting 4hr CD58,0.0753784305,0.07499563849999999,0.005078269704753362,0.5984312973569189,0.5590568182506408,0.7813943574629646
CD58,Resting,ConvNK,4hr,Resting 4hr,Resting 4hr CD58,0.06828162600000001,0.076596224,-0.10855101682297018,-4.130470261118924,5.843653611313763e-4,0.02030252226102153
CD58,Resting,ConvT,4hr,Resting 4hr,Resting 4hr CD58,0.44816096,0.43374406899999995,0.03216900240485035,2.2438698997611946,0.0339844744760671,0.19820201900670312
CD58,Resting,M14,4hr,Resting 4hr,Resting 4hr CD58,0.1119685315,0.112513025,-0.004839381929336685,0.42128324236740405,0.6784288100982989,0.8499089328974808
CD58,Resting,M16,4hr,Resting 4hr,Resting 4hr CD58,0.0152852885,0.0159794195,-0.04343906235142025,NA,NA,NA
CD58,Resting,Negs,4hr,Resting 4hr,Resting 4hr CD58,0.06444005,0.063608669,0.012901619412151172,0.8483157451612585,0.4093023207641042,0.6822640466746412
CD58,Resting,NK,4hr,Resting 4hr,Resting 4hr CD58,0.11698488,0.120395395,-0.028327620005731968,-2.1756761026632425,0.04251712116730463,0.22867911140170555
CD58,Resting,NK_activation,4hr,Resting 4hr,Resting 4hr CD58,0.78560254815767006,0.5837468870995881,0.2569437453219279,3.601824326214634,0.0033794646520165627,0.054791192137203286
CD58,Resting,PolarizedB,4hr,Resting 4hr,Resting 4hr CD58,0.0230589525,0.021924569499999998,0.04919490596981813,0.8722029117449223,0.3930662203805787,0.6741446036428543
CD58,Resting,PolarizedNK,4hr,Resting 4hr,Resting 4hr CD58,0.0496650235,0.043480663,0.12452144515747585,2.2697310570522102,0.04129422084774395,0.2256794232527487
CD58,Resting,PolarizedT,4hr,Resting 4hr,Resting 4hr CD58,0.14717300049999998,0.1552011015,-0.05172708777456718,-1.8062289461320338,0.08593105334104552,0.3305894211348699
CD58,Resting,T_activation,4hr,Resting 4hr,Resting 4hr CD58,0.3269505714437467,0.3597384456252047,-0.0911436477813056,-2.0484863681270564,0.05278612404546759,0.2611327204549029
CD58,Resting,T0,4hr,Resting 4hr,Resting 4hr CD58,0.0749481665,0.06729434749999999,0.10212149752856205,1.6295359448618196,0.12655858015931062,0.40552103682140106
CD58,Resting,T4,4hr,Resting 4hr,Resting 4hr CD58,0.269411552,0.276006823,-0.02389531870376992,-1.3582975037385168,0.19681630418223553,0.5109247971538156
CD58,Resting,T8,4hr,Resting 4hr,Resting 4hr CD58,0.25101763899999996,0.250318184,0.0027864774873448636,0.8538367885822028,0.4012226031788585,0.6780397629957885
CD80,Activated,B,24hr,Activated 24hr,Activated 24hr CD80,0.10690195699999999,0.103368426,0.03305394119211487,2.3258451162928386,0.030706618143154715,0.1876344103621916
CD80,Activated,B_activation,24hr,Activated 24hr,Activated 24hr CD80,0.6861001490004468,0.7463498664486611,-0.08072583671100403,0.21025782387690106,0.8373495459524485,0.9264941290975227
CD80,Activated,ConvB,24hr,Activated 24hr,Activated 24hr CD80,0.0634109875,0.058813168,0.07250824630352906,1.1077478941740653,0.28648562441043124,0.6019841198172443
CD80,Activated,ConvNK,24hr,Activated 24hr,Activated 24hr CD80,0.049323036,0.0531897805,-0.07269713211168446,-2.767904468054786,0.01078029228849885,0.10701090141073144
CD80,Activated,ConvT,24hr,Activated 24hr,Activated 24hr CD80,0.409866699,0.4062744755,0.008764370242238176,-0.530555965705693,0.6032244157484947,0.8109886284215768
CD80,Activated,M14,24hr,Activated 24hr,Activated 24hr CD80,0.051271307,0.0473513125,0.07645591129557128,0.7952263141219116,0.4406519972188011,0.703654403963312
CD80,Activated,M16,24hr,Activated 24hr,Activated 24hr CD80,0.005464703,0.005882159,-0.07096985987628014,NA,NA,NA
CD80,Activated,Negs,24hr,Activated 24hr,Activated 24hr CD80,0.0866877635,0.08711513,-0.0049057666561479986,-1.1508891233831953,0.26341079289052616,0.5797421251672034
CD80,Activated,NK,24hr,Activated 24hr,Activated 24hr CD80,0.11592699100000001,0.123294605,-0.059756175057294636,-2.648844612523145,0.01505782369323206,0.12498507584279989
CD80,Activated,NK_activation,24hr,Activated 24hr,Activated 24hr CD80,1.3671737227316914,1.3529529881664586,0.010401556385108778,0.8581293659608757,0.40459668133689963,0.6786062958698896
CD80,Activated,PolarizedB,24hr,Activated 24hr,Activated 24hr CD80,0.0435185065,0.043414714,0.002385019807607555,1.4493561670733441,0.17050850589350577,0.4732524139066479
CD80,Activated,PolarizedNK,24hr,Activated 24hr,Activated 24hr CD80,0.066121318,0.0711793735,-0.07106069147967431,-1.3693310723311591,0.1905125609791334,0.5063678123510956
CD80,Activated,PolarizedT,24hr,Activated 24hr,Activated 24hr CD80,0.2295996075,0.2270563485,0.011076930956861467,1.008612135423354,0.32496608373240077,0.6276543457891104
CD80,Activated,T_activation,24hr,Activated 24hr,Activated 24hr CD80,0.5601809574529648,0.5614133531662853,-0.0021951663713909416,0.7881683248385507,0.4413863550554369,0.7039026986851296
CD80,Activated,T0,24hr,Activated 24hr,Activated 24hr CD80,0.057077028,0.0628018265,-0.09115656055003436,-0.735280991364652,0.47299809439593865,0.7277067098342147
CD80,Activated,T4,24hr,Activated 24hr,Activated 24hr CD80,0.3082714995,0.3043045645,0.012868315775004056,0.39048917958167384,0.7028373849983118,0.8645930805846709
CD80,Activated,T8,24hr,Activated 24hr,Activated 24hr CD80,0.2726813155,0.27036526,0.008493634760978057,0.7970483776456904,0.4396174753774894,0.703654403963312
CD80,Activated,B,4hr,Activated 4hr,Activated 4hr CD80,0.1109328345,0.107069685,0.0348242205962924,2.3993941445955334,0.028913498781606397,0.18328377744278043
CD80,Activated,B_activation,4hr,Activated 4hr,Activated 4hr CD80,0.2772961772467525,0.2584974983272899,0.06779278065104567,1.5498579116029705,0.13974239072560005,0.4254879108621032
CD80,Activated,ConvB,4hr,Activated 4hr,Activated 4hr CD80,0.0863906175,0.085766995,0.007218636908111045,1.4886847714361813,0.15494460516801722,0.4507479423069592
CD80,Activated,ConvNK,4hr,Activated 4hr,Activated 4hr CD80,0.0563768045,0.0612178535,-0.07907903860105124,-2.8160529127943787,0.013495927746484728,0.11619126812727443
CD80,Activated,ConvT,4hr,Activated 4hr,Activated 4hr CD80,0.41831751100000003,0.4317089275,-0.031019549624671534,-1.5552539150184543,0.13980438023853098,0.4254879108621032
CD80,Activated,M14,4hr,Activated 4hr,Activated 4hr CD80,0.1040471295,0.0998607735,0.04023518976561484,0.829606444682129,0.4213684838585714,0.6903958869417112
CD80,Activated,M16,4hr,Activated 4hr,Activated 4hr CD80,0.015100184000000001,0.013076183,0.1340381680117276,NA,NA,NA
CD80,Activated,Negs,4hr,Activated 4hr,Activated 4hr CD80,0.06808098700000001,0.065821646,0.03318607880934528,1.5401127152163119,0.14252432909364868,0.42933294486437884
CD80,Activated,NK,4hr,Activated 4hr,Activated 4hr CD80,0.1050489375,0.11114358,-0.054835758394682,-2.8557895621523897,0.012670500158316297,0.11412835698157495
CD80,Activated,NK_activation,4hr,Activated 4hr,Activated 4hr CD80,0.9532694171873226,0.832460326371414,0.12673131922385902,2.060262208260412,0.06015646040086192,0.2824334202604174
CD80,Activated,PolarizedB,4hr,Activated 4hr,Activated 4hr CD80,0.0260631245,0.022384341000000002,0.14114898234860512,2.7905152442792875,0.01342354678267994,0.1161781700194933
CD80,Activated,PolarizedNK,4hr,Activated 4hr,Activated 4hr CD80,0.051601311,0.052739208999999995,-0.021575939828752427,-0.43514503949682803,0.6677814471285299,0.8446499552340696
CD80,Activated,PolarizedT,4hr,Activated 4hr,Activated 4hr CD80,0.1784618825,0.167084634,0.06375170059074095,0.9796516622109197,0.34418382011891624,0.6402241493118178
CD80,Activated,T_activation,4hr,Activated 4hr,Activated 4hr CD80,0.42795090172205974,0.38407240779305374,0.10253160760367708,1.147836562109051,0.2702052367531588,0.5850681709051264
CD80,Activated,T0,4hr,Activated 4hr,Activated 4hr CD80,0.0522550555,0.0547928315,-0.04631583969154795,0.4671734713214391,0.6487464008856996,0.8339065787283411
CD80,Activated,T4,4hr,Activated 4hr,Activated 4hr CD80,0.289168051,0.2892566795,-3.064008760427635e-4,-0.6958064940645329,0.4974812214176504,0.7405406109641743
CD80,Activated,T8,4hr,Activated 4hr,Activated 4hr CD80,0.2529038065,0.2571123255,-0.016368406266855616,-1.2386454192503698,0.24000782506938584,0.5575184260554671
CD80,Resting,B,24hr,Resting 24hr,Resting 24hr CD80,0.083352713,0.091134612,-0.08538906162238348,-0.8105680512630624,0.42959427945076034,0.6959797176518191
CD80,Resting,B_activation,24hr,Resting 24hr,Resting 24hr CD80,0.7070994192911364,0.7019246071266796,0.00731836573935322,-0.17536649304182536,0.8621978727924098,0.9407201555097088
CD80,Resting,ConvB,24hr,Resting 24hr,Resting 24hr CD80,0.049626145499999996,0.0532931405,-0.06880801104224672,-0.7240585834517104,0.47714137184247507,0.7321184961015138
CD80,Resting,ConvNK,24hr,Resting 24hr,Resting 24hr CD80,0.057605956,0.059594602499999996,-0.033369574031473684,-0.5860478460021339,0.5657940757530127,0.785394516113771
CD80,Resting,ConvT,24hr,Resting 24hr,Resting 24hr CD80,0.4014484895,0.39956714000000004,0.004686403235302153,1.377291225707357,0.18520384743057688,0.49935228043366187
CD80,Resting,M14,24hr,Resting 24hr,Resting 24hr CD80,0.1045454515,0.08572885150000001,0.17998487480825495,2.760464829134812,0.011116901852562875,0.1083918045721551
CD80,Resting,M16,24hr,Resting 24hr,Resting 24hr CD80,0.0211893155,0.037002205499999996,-0.4273499318844656,NA,NA,NA
CD80,Resting,Negs,24hr,Resting 24hr,Resting 24hr CD80,0.0614775865,0.06394903099999999,-0.03864709849942823,-0.134637073307073,0.8950482446780659,0.9593465540136873
CD80,Resting,NK,24hr,Resting 24hr,Resting 24hr CD80,0.127942236,0.1229135675,0.03930420990922799,0.6613801763107235,0.5186606436223097,0.7526149673564779
CD80,Resting,NK_activation,24hr,Resting 24hr,Resting 24hr CD80,1.204184125694067,1.1702523121454966,0.028178260138592048,1.77866413591779,0.08955902741074113,0.3390216459929999
CD80,Resting,PolarizedB,24hr,Resting 24hr,Resting 24hr CD80,0.0335857815,0.035920714,-0.06500239666728222,-0.6190321097401648,0.5444344927294147,0.7724998169882944
CD80,Resting,PolarizedNK,24hr,Resting 24hr,Resting 24hr CD80,0.0700618475,0.06577430249999999,0.06119657349886476,1.7277265680402587,0.10096908807730674,0.3605421853591818
CD80,Resting,PolarizedT,24hr,Resting 24hr,Resting 24hr CD80,0.19744057850000002,0.2035539045,-0.030032958665256036,-0.7893572013494846,0.43990297806863,0.703654403963312
CD80,Resting,T_activation,24hr,Resting 24hr,Resting 24hr CD80,0.49189338551521145,0.5137376359297324,-0.04252024552374586,-1.0254196972060214,0.3186517127754689,0.6257030673233558
CD80,Resting,T0,24hr,Resting 24hr,Resting 24hr CD80,0.062174462,0.06200615550000001,0.0027070037212383567,0.48102405142125504,0.6380264934792879,0.8266811039646393
CD80,Resting,T4,24hr,Resting 24hr,Resting 24hr CD80,0.2738610325,0.282257988,-0.02974922183601771,-1.0978177847886468,0.28683370640944045,0.6019841198172443
CD80,Resting,T8,24hr,Resting 24hr,Resting 24hr CD80,0.2574607725,0.2518402785,0.02183048681717125,2.4360736857770835,0.025452739518088532,0.17194739585553143
CD80,Resting,B,4hr,Resting 4hr,Resting 4hr CD80,0.1026388905,0.0973823945,0.05121349202425371,1.5084810702090938,0.1540045247833895,0.4485497057164111
CD80,Resting,B_activation,4hr,Resting 4hr,Resting 4hr CD80,0.2898564530244968,0.28950916995562237,0.0011981208810455139,1.2024721711981565,0.25827733213177106,0.5752633358289165
CD80,Resting,ConvB,4hr,Resting 4hr,Resting 4hr CD80,0.07981405050000001,0.07499563849999999,0.060370473241425346,0.3152130076254911,0.7587878325413457,0.8889075186611526
CD80,Resting,ConvNK,4hr,Resting 4hr,Resting 4hr CD80,0.068060363,0.076596224,-0.11143971013505842,-3.5609608911707813,0.0030549719179754618,0.052692848968200874
CD80,Resting,ConvT,4hr,Resting 4hr,Resting 4hr CD80,0.4264701905,0.43374406899999995,-0.016769978012079613,-1.8754291023972673,0.08037005769571602,0.32210983717972524
CD80,Resting,M14,4hr,Resting 4hr,Resting 4hr CD80,0.1131978775,0.112513025,0.006050047183967733,1.0120808295454227,0.32420350597856085,0.6276543457891104
CD80,Resting,M16,4hr,Resting 4hr,Resting 4hr CD80,0.016058051,0.0159794195,0.004896702594854063,NA,NA,NA
CD80,Resting,Negs,4hr,Resting 4hr,Resting 4hr CD80,0.0622934105,0.063608669,-0.020677346667951915,0.30325527230174426,0.7658802881145963,0.892917273674625
CD80,Resting,NK,4hr,Resting 4hr,Resting 4hr CD80,0.1150389465,0.120395395,-0.044490476566815526,-1.4154088590098008,0.1788391921776482,0.48789675929929543
CD80,Resting,NK_activation,4hr,Resting 4hr,Resting 4hr CD80,0.7405289720677517,0.5837468870995881,0.21171634180683946,2.6336660393740456,0.02502646977709103,0.17048844397166774
CD80,Resting,PolarizedB,4hr,Resting 4hr,Resting 4hr CD80,0.023913247,0.021924569499999998,0.08316216948706301,2.2049964176651407,0.04575226161725592,0.23775534242129573
CD80,Resting,PolarizedNK,4hr,Resting 4hr,Resting 4hr CD80,0.047777938,0.043480663,0.08994266349460281,1.9606708410187241,0.07743174443940753,0.3175615556098468
CD80,Resting,PolarizedT,4hr,Resting 4hr,Resting 4hr CD80,0.1638821975,0.1552011015,0.05297156208806634,1.6539814527252166,0.11645931860316791,0.38750802165039017
CD80,Resting,T_activation,4hr,Resting 4hr,Resting 4hr CD80,0.3900128606418697,0.3597384456252047,0.07762414543674384,1.7306235714123526,0.10384222759247587,0.36467782550940175
CD80,Resting,T0,4hr,Resting 4hr,Resting 4hr CD80,0.06258366600000001,0.06729434749999999,-0.07000114682737626,-1.3789374456476988,0.18075654585340048,0.4911730944306927
CD80,Resting,T4,4hr,Resting 4hr,Resting 4hr CD80,0.2758085265,0.276006823,-7.18447818951302e-4,0.8451018076630912,0.40342941822127576,0.6780397629957885
CD80,Resting,T8,4hr,Resting 4hr,Resting 4hr CD80,0.2485299075,0.250318184,-0.007144013556761786,-0.838924623967656,0.41073016327042045,0.6835387453778347
CD93,Activated,B,24hr,Activated 24hr,Activated 24hr CD93,0.107154079,0.103368426,0.03532906106168856,2.0939837505969257,0.05451750343056503,0.265704545777824
CD93,Activated,B_activation,24hr,Activated 24hr,Activated 24hr CD93,0.7226548178567895,0.7463498664486611,-0.031747910272455916,0.0032046752724417204,0.9974927512964342,0.9990525129148214
CD93,Activated,ConvB,24hr,Activated 24hr,Activated 24hr CD93,0.060278987,0.058813168,0.02431724673807143,1.5380140122512824,0.14264022181349428,0.42933294486437884
CD93,Activated,ConvNK,24hr,Activated 24hr,Activated 24hr CD93,0.049942832,0.0531897805,-0.06104459295522002,-0.7994899479291478,0.4399744437508154,0.703654403963312
CD93,Activated,ConvT,24hr,Activated 24hr,Activated 24hr CD93,0.4055534255,0.4062744755,-0.0017747853815148198,1.2933470822385813,0.21620723177691267,0.5350659868124898
CD93,Activated,M14,24hr,Activated 24hr,Activated 24hr CD93,0.0443786015,0.0473513125,-0.06277990710394767,-0.6638148464783192,0.5175610747376557,0.7523661289671121
CD93,Activated,M16,24hr,Activated 24hr,Activated 24hr CD93,0.006995504499999999,0.005882159,0.15915156655249094,NA,NA,NA
CD93,Activated,Negs,24hr,Activated 24hr,Activated 24hr CD93,0.0795513745,0.08711513,-0.08682482021205737,-3.659851922940894,0.0017161879361612823,0.038342933849407894
CD93,Activated,NK,24hr,Activated 24hr,Activated 24hr CD93,0.1204034595,0.123294605,-0.02344908359939997,-1.577776811249953,0.13208401820294433,0.4156033215820182
CD93,Activated,NK_activation,24hr,Activated 24hr,Activated 24hr CD93,1.3744155009375985,1.3529529881664586,0.015615738294932334,0.38418530889656366,0.7081920323875118,0.8662402693827161
CD93,Activated,PolarizedB,24hr,Activated 24hr,Activated 24hr CD93,0.046449369500000004,0.043414714,0.06533254450310684,1.1944163710236697,0.257355381287326,0.5744296953226454
CD93,Activated,PolarizedNK,24hr,Activated 24hr,Activated 24hr CD93,0.067965359,0.0711793735,-0.045153734037852986,-1.1958036665501666,0.24846949479299257,0.567915774295888
CD93,Activated,PolarizedT,24hr,Activated 24hr,Activated 24hr CD93,0.226810761,0.2270563485,-0.001081614769295936,-0.5732556959148614,0.5744659156252359,0.7916339829023752
CD93,Activated,T_activation,24hr,Activated 24hr,Activated 24hr CD93,0.5634442897993237,0.5614133531662853,0.003604503000219909,-0.8956655676546376,0.3837328180632912,0.6693324521963007
CD93,Activated,T0,24hr,Activated 24hr,Activated 24hr CD93,0.0623586505,0.0628018265,-0.007056737434221016,-0.12020193055719658,0.9058876187529514,0.9654332553931542
CD93,Activated,T4,24hr,Activated 24hr,Activated 24hr CD93,0.3040525495,0.3043045645,-8.281670056907554e-4,1.0245623756631188,0.3221808288792928,0.6276543457891104
