CellCondition,Timepoint,WellID,Protein,Dose,B-->B,B-->M14,M14-->M14,B-->M16,M14-->M16,M16-->M16,B-->NK,M14-->NK,M16-->NK,NK-->NK,B-->Negs,M14-->Negs,M16-->Negs,NK-->Negs,Negs-->Negs,B-->T0,M14-->T0,M16-->T0,NK-->T0,Negs-->T0,T0-->T0,B-->T4,M14-->T4,M16-->T4,NK-->T4,Negs-->T4,T0-->T4,T4-->T4,B-->T8,M14-->T8,M16-->T8,NK-->T8,Negs-->T8,T0-->T8,T4-->T8,T8-->T8
Resting,4,8,APLP2,200,1.503441491,0.635952209,2.278641484,0.84903509,0.688546975,2.630856805,0.94365122,0.756971418,0.677547711,1.147905474,0.728259397,1.208047096,0.902646411,0.985455713,2.32273344,0.925054413,0.859316349,0.515954441,1.444329229,0.774479384,2.307067743,1.061841709,0.610858302,0.590733644,1.076151863,0.872111184,0.851071152,1.173385426,0.936538254,0.738437341,0.699588777,0.98844942,0.823735066,1.197389723,1.122670181,1.102049453
Resting,4,104,APLP2,200,1.450996608,0.599328979,1.608546373,0.853579233,1.077020747,2.73804671,0.955112288,0.701953805,0.604287326,1.137781287,0.686334503,0.902079531,1.345404961,0.597236376,1.70464685,0.958551317,0.706078761,0.633537404,1.328307113,0.811276589,1.824228268,1.065760586,0.56890001,0.725660227,1.054342706,0.777972147,1.032307426,1.179249721,1.079649142,0.606822127,0.743654883,1.003081559,0.971135423,1.16177139,1.238450095,1.17620313
Resting,4,111,APLP2,200,1.475548187,0.754338072,1.65127171,0.612136121,1.084444445,2.187848714,0.945790287,0.673542307,0.779163103,1.121039291,0.89046104,0.957027367,0.94031828,0.781380835,1.930893926,0.865073905,0.447586371,0.344130371,1.333407791,0.847984249,1.628195494,1.174348026,0.614737778,0.727751112,0.940264655,0.858329463,0.86464166,1.300837771,0.991591188,0.74275767,0.585352071,1.016759753,0.946803481,1.045451387,1.163863168,1.157701498
Resting,4,241,APLP2,200,1.155522653,0.48311727,1.738098645,0.721320924,0.801421097,2.051256379,0.727539208,0.586261246,0.742696275,1.075629088,0.557085741,0.920914797,0.35868964,0.825604602,1.818928885,0.597519745,0.584623293,0.349150022,1.524220441,0.720431958,2.947717632,1.048141193,0.488056314,0.444627574,1.052796325,0.708380543,0.98890218,1.48491778,1.006530215,0.485152877,0.605828529,1.07632205,0.773802369,1.416775691,1.228177612,1.236602193
Resting,4,314,APLP2,200,1.423540777,0.498799824,1.557130699,0.757680455,0.859792467,1.605934206,0.819404923,0.645719093,0.568582699,1.104694627,0.723382163,0.977228358,1.149928197,0.867141034,2.318978404,0.657303984,0.630453237,0.671712865,1.32603028,0.916151585,2.525142807,1.089435348,0.52206829,0.702091839,1.011881529,0.718189182,0.862862869,1.398303511,0.974790345,0.617053079,0.719750512,0.951177768,0.887834173,1.141233372,1.267914034,1.209950647
Resting,4,120,APLP2,80,1.415292747,0.787887506,1.604460237,0.564189396,1.017462589,2.405258654,0.901058949,0.738538343,0.668580372,1.194335226,0.925823339,1.506697427,0.918998468,0.899764643,2.534783753,0.765590338,0.755575601,0.615473278,1.342451487,0.904458939,1.8222136,1.018078519,0.754415078,0.73471891,0.910063958,0.791775934,0.915335861,1.139327911,0.930351495,0.791514667,0.597138123,1.102278685,0.846543694,1.160296422,1.120651698,1.118269456
Resting,4,191,APLP2,80,1.153024792,0.726998596,1.119059408,0.697194688,0.757236016,1.049622773,0.863193424,0.803216191,0.586885851,1.056236768,0.771364336,0.936356925,0.870963577,0.679757416,1.365127309,0.920835723,0.591630142,1.025090688,1.15589079,0.5103643,1.103469909,0.944804438,0.648550376,0.777356987,1.086628046,0.937825428,1.029480975,1.228053632,0.963509426,0.750095175,0.827355387,1.059265609,0.806151405,0.994107239,1.25748902,1.245023541
Resting,4,199,APLP2,80,1.088442925,0.828067821,1.162731546,0.531570674,0.796048013,0.799589502,0.922738415,0.628804898,0.523767802,1.115048793,0.723264128,1.001200132,1.122472739,0.782403899,1.678302812,0.97850533,0.687835236,0.892042038,1.28227633,0.91511209,1.741572697,0.952925987,0.748558453,0.694235863,1.0789317,0.727624703,0.987116618,1.366125079,0.960785996,0.775376506,0.862467559,1.033207479,0.860859977,1.131223814,1.173840257,1.125318187
Resting,4,339,APLP2,80,1.314508682,0.722911097,0.821068011,0.889999039,0.695990376,1.46889613,0.805041798,0.445770271,0.666402524,1.054495837,0.539701934,0.76024471,1.153925319,0.673374883,1.837158572,0.600004883,0.682930761,0.681711864,1.258935767,0.714046024,1.721113526,1.182097828,0.62609601,0.595623498,1.019168577,0.766998546,0.949610514,1.439089696,0.981705218,0.633508804,0.599452643,0.992875693,0.789920065,1.001537341,1.295156066,1.234121436
Resting,4,380,APLP2,80,1.281419206,0.625705442,1.374295837,0.36743203,0.74145477,0,0.854279471,0.734246182,0.459290038,1.137061796,0.698467492,0.934823687,0.831921578,0.698467492,1.135389827,0.758236217,0.86137447599999994,0.434830805,1.102250796,1.017339997,2.233332183,1.128034084,0.62181907300000006,0.745514265,0.937735651,0.855499388,0.853066618,1.329131712,0.993380668,0.665690678,0.828117266,0.958035663,0.850807271,1.208620852,1.269292782,1.157173171
Resting,4,27,Buffer,200,0.865509964,0.744563377,1.354941706,0.394844215,1.077794539,0,0.583822607,0.639871911,0.499385453,1.062846841,1.032068048,1.150358924,0.728311656,0.968115562,2.707492573,0.494671549,0.50755591,0.396119964,1.366654213,0.880092276,2.703086797,0.989784049,0.664784401,0.605299691,0.948473091,0.953822178,0.837165933,1.292613629,0.854173038,0.66888254,0.896110581,1.046450925,0.912524487,1.242104811,1.241016452,1.206822289
Resting,4,113,Buffer,200,0.845574793,0.722380487,0.937716581,0.517337555,0.864287323,0.65835376,0.59013497,0.655610858,0.556292104,1.226543536,0.642569518,0.902720498,1.022151915,0.748533282,1.862057044,0.545311652,0.799444902,0.385529475,1.491381694,0.967685418,3.11837359,0.800407264,0.696873849,0.652937687,0.955650341,0.644933633,0.975012499,1.475922243,0.693588479,0.668586543,0.414303823,1.071156894,0.730873202,1.46359987,1.267906031,1.277491107
Resting,4,153,Buffer,200,0.862790262,0.523624724,1.01695026,0.756800745,0.925908354,1.346051715,0.702107141,0.669420653,0.784353443,0.847443276,0.679797743,0.815539682,0.753205833,0.905227406,1.826365529,0.899307974,0.748157748,0.626027871,1.318220854,1.00314443,1.963497622,0.93606812,0.692051215,0.686405344,1.065885598,0.698716247,0.95956202,1.350030081,0.826427668,0.602225963,0.730141788,1.121260581,1.004384273,1.323581156,1.282354318,1.26447984
Resting,4,255,Buffer,200,0.898171389,0.639839276,1.063419276,0.7348675,0.941132337,0,0.632385978,0.68664247,1.068557334,1.01002197,0.726937275,0.872790218,1.685172774,0.734355002,2.353394056,0.722167681,0.7277649,0.193726054,1.304685673,0.977340976,1.984926006,0.861652332,0.674047254,0.726792033,1.00341798,0.819601807,0.964798328,1.410349258,0.790582479,0.671503856,0.882054831,1.068066394,0.840807663,1.286652918,1.323405344,1.263337505
Resting,4,295,Buffer,200,0.499790236,0.738151733,1.338136602,0.481940584,0.784286216,3.212937229,0.605595411,0.749631808,0.626478011,1.292123016,0.693350616,1.2071412,1.473370059,1.01395285,1.40273246,0.644466356,0.702539149,0.710228229,1.292523055,1.043066935,1.705655319,0.85381762,0.718288561,0.66296427,1.041984865,0.888752241,0.947393916,1.321496036,0.916399586,0.731818273,0.697873531,1.006134878,0.901323203,1.028445203,1.266783033,1.291728699
Resting,4,12,Buffer,80,0.926544898,0.766130281,1.106115077,0.669263234,1.12486279,2.099743875,0.906378262,0.594395453,0.723611855,1.187478429,1.026477353,1.136364455,1.165502005,0.937193269,2.988833363,0.932456641,0.688399176,0.512297061,1.191694645,0.895734125,1.913918796,0.921778654,0.690992338,0.704812185,1.025542921,0.971911105,0.796582179,1.232660629,0.996551838,0.774200235,0.64020404,1.019328837,0.838808261,1.106095927,1.105732149,1.368587627
Resting,4,52,Buffer,80,0.881569734,0.83158039,1.569395549,1.103331064,1.32302967,1.909360897,0.879591108,0.588328983,0.896230625,0.991602106,0.856791772,1.101627061,0.909847389,1.037172971,2.497304878,0.811933564,0.767240546,0.68976912,0.948181166,0.898414752,1.536632254,0.991681767,0.750052901,0.67742648,1.128359466,0.84188018,0.964215513,1.181347069,0.948658485,0.70562822,0.762214831,1.029092585,0.748771603,1.138487416,1.169496775,1.182892915
Resting,4,152,Buffer,80,0.892224561,0.6683484,1.10682988,1.143331776,0.924305062,1.715937389,0.668342274,0.564919071,0.875689688,0.908549869,0.515653951,1.312887207,1.488278369,0.794032216,1.864523,0.583925187,0.635813087,0.952573608,1.182165944,0.688493796,1.762683736,0.66451608,0.728744533,0.831100248,1.066502065,0.917863823,1.088836128,1.367980421,0.815776974,0.716847332,0.596767529,1.01009497,0.873785072,1.20224539,1.348229292,1.321712406
Resting,4,254,Buffer,80,1.332635845,0.633370451,1.195209688,0.674358178,1.174387482,4.791396651,0.870846297,0.654206416,0.451169583,0.971045194,0.560057197,1.124502219,1.508808178,0.799356086,2.653940752,0.780895437,1.033786074,0.746894184,1.419983596,0.72368175,2.276806845,0.935012716,0.712607011,0.852161149,0.969449174,0.97901721,0.961486025,1.175354441,0.839476123,0.771022412,0.679185871,1.038648123,0.907454537,1.240758337,1.171618762,1.271581513
Resting,4,294,Buffer,80,0.663620688,0.491929165,0.88707075,0.692157796,0.537588635,0,0.541899074,0.734878445,0.472347296,0.948974762,0.505826043,0.76390911,0.935251278,0.723503125,1.646560036,0.417723301,0.771277262,0.790314676,1.23012863,0.931969695,3.061429484,0.864096757,0.737536568,0.769684725,0.87041628,0.82241745,0.824597904,1.599132346,0.668308663,0.794741235,0.650355196,0.974699329,0.894384668,1.292495378,1.446029436,1.242672919
Resting,4,50,Carryover,200,0.878579144,0.640100383,1.202054627,0.852325306,0.992644967,1.397055879,0.798319561,0.742686902,0.556349686,1.072327095,0.752519338,1.131512397,1.194374197,0.838848491,2.025316585,0.784822192,0.684103269,0.532775547,1.350155248,0.963663731,1.88064768,0.888307201,0.72882456,0.723601904,1.072541475,0.82356026,1.115704902,1.229984945,0.957470691,0.792248427,0.660693362,1.018025477,0.845287243,1.180508764,1.192139168,1.153676365
Resting,4,75,Carryover,200,1.089746606,0.678242864,1.377395915,0.319306994,1.53374462,1.841265563,0.796930353,0.723719686,0.651022567,1.213843732,0.66267605,1.275267569,0.816513598,1.018932379,2.693911649,0.699838528,0.70954242,0.707996307,1.0823034,0.816302885,1.792220329,0.970866249,0.844728026,0.660583462,0.896476488,0.719527265,0.841391548,1.294214223,1.061224424,0.833286363,0.749937513,0.983981184,0.92927206,1.083421246,1.189114076,1.172910704
Resting,4,206,Carryover,200,1.017980952,0.736550394,1.218898493,0.993152148,1.171784718,1.241440186,0.845777115,0.765586332,0.783126959,1.067068503,1.024135281,1.306601273,1.102914918,0.824951542,2.479612561,0.741968962,0.942315416,1.035305528,1.0014089880000001,0.700786025,1.343064261,0.934925905,0.804297989,0.955031838,1.018887897,0.931397947,0.954813024,1.128846176,0.893501121,0.763047262,0.814078799,0.969460065,0.962640485,1.048715454,1.159810497,1.216927981
Resting,4,231,Carryover,200,1.200377617,0.660871866,1.156266745,0.780032021,1.202686213,0,0.68367964,0.678725039,0.583104645,0.97722501,0.80359068,1.287908335,1.085044542,0.709041447,2.526008716,0.676674119,0.881602172,1.190902546,0.98491704,0.643604137,1.918254282,0.927416268,0.768079931,0.498248224,0.986925158,0.868164406,0.830231045,1.27294061,0.873482844,0.832291232,0.968482073,1.023419269,0.763737564,0.995737666,1.320367023,1.188850541
Resting,4,381,Carryover,200,0.797158976,0.75105514,1.365448766,1.102865574,0.642730602,1.077041766,0.801290727,0.724831226,0.404873365,0.919393649,0.530939503,0.898079,1.504936266,0.79663206,2.489061255,0.552652232,0.721742973,0.417050007,1.377373968,1.144664869,2.543456293,0.873472927,0.767299914,0.749236244,0.960455893,0.844272524,0.963939766,1.295137701,0.865518471,0.726078248,0.440437923,1.082092598,0.807736264,1.225795864,1.2490229370000001,1.221368241
Resting,4,10,Carryover,80,1.035696233,0.768836506,1.611228162,0.83395943,0.784556906,1.939939961,0.787145735,0.682503581,0.758574903,1.100442232,0.826542157,1.203993324,1.310922305,0.77775321,2.607974992,1.155603254,0.714373792,1.045388351,1.19478716,1.049546343,1.328500657,0.993675515,0.688048554,0.6055396,0.990332162,0.855351311,0.957379878,1.203718248,0.927046162,0.718650157,0.779320708,1.024909534,0.975346011,1.101259029,1.173839072,1.229023265
Resting,4,68,Carryover,80,0.953306514,0.812845888,1.474252212,0.849381826,0.921390696,1.281816052,0.691463046,0.801386285,0.520671121,1.104956446,0.668451353,1.001460635,1.050078334,0.727342112,2.059885208,0.594546875,0.903310444,0.823265834,0.968193497,0.633748934,1.240811711,1.053215415,0.668528919,0.728316058,0.994315017,0.898175004,0.925484493,1.319408988,0.956101977,0.772871526,0.789545863,0.901775106,0.829161938,1.081808696,1.223864999,1.29981466
Resting,4,176,Carryover,80,0.840785082,0.849673857,1.270597126,0.665660405,0.770875274,0,0.815433996,0.642396062,0.651738096,1.099808037,0.560891246,1.068332581,1.15612671,0.572902075,2.417094723,1.041607248,0.707365664,0.863341374,1.011728173,1.076830681,1.031962736,0.912953949,0.631693988,0.658548769,0.993846465,0.806704783,1.026290214,1.315521884,0.90352653,0.673195873,0.966401695,1.02447872,0.766495525,1.025904247,1.298489315,1.307653655
Resting,4,198,Carryover,80,1.011979207,0.642933084,1.413042997,0.691519125,0.477540878,1.575126895,0.914765456,0.752784911,0.824771169,1.148458818,0.881311058,1.199042856,1.438159339,0.931406343,2.133790758,0.623414968,0.800242743,1.169412392,0.939213102,0.838926281,1.133975652,1.017547842,0.803514433,0.770442503,0.9575933,0.883705925,0.829393028,1.373606864,0.847058833,0.740794794,0.640764062,0.901778714,0.867817414,0.915192306,1.221282372,1.290575502
Resting,4,273,Carryover,80,0.72384018,0.683698668,0.914533925,0.496753065,0.812698417,0.69545429,0.686458364,0.791044429,0.38613283,1.090478386,0.657321439,0.925068077,0.89056453,0.869888073,1.108734957,0.666978,1.078709045,0.549276,1.313070239,1.304175976,2.792736096,0.891159079,0.683333919,0.670546408,0.892525272,0.802291483,1.059207065,1.436734685,0.839383987,0.844139599,0.781935653,0.984071854,0.958395093,1.323385181,1.265036493,1.174142075
Resting,4,7,CD209,200,1.438888604,0.716107538,1.823311177,0.65772018,0.705588444,1.080097922,1.053542731,0.654337081,0.684835843,1.082542965,0.949496046,0.978974337,1.559247745,0.990903015,2.144578674,0.702606376,0.659142291,0.710036517,1.137343561,1.002737741,1.837887001,1.195034031,0.523858993,0.553273668,1.053829388,0.763988534,0.958241067,1.274511505,0.966193617,0.564459433,0.760953135,0.943352583,0.871909678,1.125532352,1.242746429,1.09503012
Resting,4,112,CD209,200,1.581083644,0.771042204,2.551237354,0.306736547,0.962721103,2.768949083,0.819886034,0.68165207,0.879465187,0.941883371,0.938105394,1.211629081,1.252368192,0.867869186,2.055944559,0.805056054,0.75502679,0.308311455,0.934738129,0.906400376,1.338840865,1.004442993,0.613945255,0.535218569,0.853608718,0.825899691,0.935983524,1.303735449,1.084080284,0.657535739,0.595372817,0.86157021,0.865923914,0.953440588,1.259126105,1.22257152
Resting,4,186,CD209,200,1.214000279,0.607200985,1.845457279,0.379995401,1.014452009,0.825316889,0.798250955,0.58079709,0.447643787,1.127060467,0.573981789,0.943913052,1.134440956,0.71523173,1.623936433,0.796376463,0.53921323,1.140573069,1.068071803,0.649375073,1.716155404,0.965304803,0.549017107,0.817543634,1.057496835,0.881294741,0.869100439,1.3682069,0.981885927,0.595250079,0.577571217,1.076360031,0.723437011,1.020175688,1.29024745,1.406309703
Resting,4,226,CD209,200,1.121050271,0.56064324,1.545965026,0.57581454,0.7018174,2.053213366,0.812301292,0.596911429,0.427666282,0.946465698,0.536246814,0.806095875,0.573637369,0.746772611,2.101262382,0.896976847,0.649747767,0.289964776,1.01668472,0.738108047,0.910005239,0.896568019,0.628066041,0.623659653,1.026651316,0.768160391,0.96599757,1.346745972,0.93233243,0.615641245,0.615565585,1.054227815,0.912979699,0.948752077,1.329613336,1.371089194
Resting,4,329,CD209,200,1.227441847,0.571188926,2.109140225,1.100651151,0.937537685,4.209990652,0.877900323,0.599513894,0.400951491,1.031018119,0.705610457,0.842011261,1.04475871,0.707561454,2.496666034,0.738019398,0.545492598,0.418210992,1.287824324,0.761082504,1.883334268,0.9541359,0.574002664,0.492076829,1.072675417,0.759824516,0.939616904,1.405933798,0.79676546,0.571677105,0.451500427,1.075001018,0.886401574,1.154166656,1.29117395,1.278318655
Resting,4,96,CD209,80,1.81881878,0.87370262,1.281447573,0.938980557,0.647670666,3.447158351,0.836587424,0.664189467,0.614251127,1.085602611,0.791095574,1.078339179,1.290776562,0.71465596,2.129658862,0.831888257,0.841289739,0.482211187,1.153856559,1.263936217,2.023646192,1.039548105,0.669171717,0.642004324,0.928811897,0.871436609,1.042768207,1.264320036,0.895288817,0.752184121,0.838323017,0.884093171,0.82961179,1.088937,1.209392809,1.162219694
Resting,4,170,CD209,80,1.441924834,0.689710594,1.074443703,0.870846709,0.843850461,2.467399009,0.728851911,0.632919241,0.962773977,1.352136612,0.555922517,0.901233197,0.829448224,0.859652619,2.101593154,0.971513393,0.751030985,0.325968309,1.106018769,1.15555489,1.722548131,0.898492636,0.677618265,0.863589653,1.095529147,0.784205593,0.996531689,1.289090095,0.998650151,0.668471445,0.625270909,1.082638552,0.856984978,1.086375612,1.228887415,1.154704453
Resting,4,194,CD209,80,1.167061216,0.595764438,1.601535301,0.558802013,0.633017906,3.522882258,0.72694832,0.737852545,1.099904415,1.053121151,0.69257882,0.864304307,0.78735796,0.956489317,2.373455541,0.819897437,0.732991078,1.25730453,1.212549798,0.732316949,1.462519752,1.041063349,0.840164719,0.782477001,1.033051731,0.669678882,0.892882799,1.266460487,0.944605393,0.708544872,0.659644168,1.032049615,0.786289632,0.985296087,1.262822933,1.134512387
Resting,4,342,CD209,80,1.216858464,0.526637509,1.034882556,0.742733148,0.449085181,2.703954464,0.722414832,0.595964071,0.860120781,1.051658268,0.605151499,0.703793594,0.389660778,0.755320711,2.14785744,0.641434672,0.668819579,0.929303408,1.207069929,1.115998481,1.798024105,1.0327516,0.6517707,0.697658606,1.018236601,0.811696563,0.907377999,1.309869313,0.855500661,0.528269721,0.632630746,1.017370754,0.769854579,1.175702773,1.365565121,1.364403926
Resting,4,382,CD209,80,1.494430539,0.670329552,1.043276539,0.832833686,0.811437308,3.16846949,0.829561255,0.579028728,0.373493457,0.80899123,0.793474816,0.966362012,0.17968636,0.675147671,1.375670624,0.612740217,0.760952233,0.502400025,1.03934622,0.752175462,2.064832237,1.087441804,0.700674169,0.746172492,0.901564013,0.712319676,1.025395602,1.337448296,1.096180306,0.695861328,0.634006988,1.017234525,0.711110547,1.005296492,1.329949242,1.207035701
Resting,4,147,CD320,200,1.16900064,0.610059605,1.26047849,0.437971072,0.831392205,2.546641551,0.912804709,0.662804341,0.688831169,1.023981774,0.790679066,0.942499919,0.694678633,0.855893194,2.505732311,0.717106531,0.687749535,0.508501478,1.158253368,0.668330875,1.345341371,1.135233463,0.614943383,0.602616393,1.040028335,0.81233587,0.879317252,1.245038908,1.17556756,0.625334726,0.713446326,0.986650971,0.751502276,0.980244146,1.307716789,1.216462465
Resting,4,156,CD320,200,1.45184505,0.633935396,1.45362168,0.735322961,0.540265916,1.163820513,0.891661566,0.609674811,0.564505164,1.106417258,0.708560773,1.013316278,0.911188764,0.738231314,2.43145638,0.959628952,0.568796685,0.833871399,0.899728355,1.004403158,1.999677299,1.007977004,0.59934929,0.955595918,0.94497047,0.764746209,0.815647308,1.377659485,1.026250039,0.58578729,0.675262737,0.993979616,0.879306014,1.064782603,1.346118202,1.24092458
Resting,4,223,CD320,200,1.432902441,0.748122541,1.223192512,0.890516673,0.892434936,0.773661544,0.889230475,0.543827539,0.454612503,1.108117977,0.985422948,0.926182476,0.976178831,0.741642358,2.443057181,0.820275385,0.715686459,0.80003637,0.940221314,0.760370701,0.945497528,1.04760287,0.607638404,0.753401224,1.094170897,0.82625523,1.02611242,1.225549966,1.023912895,0.643173872,0.734516855,1.024017376,0.931743526,1.110613052,1.227369929,1.286121174
Resting,4,306,CD320,200,1.328226586,0.667992699,1.414447297,0.813145182,0.539345849,1.026595793,0.762050425,0.57583542,0.776369015,1.056434095,0.675623787,0.842308542,0.605151204,0.699933923,1.339522665,0.811722771,0.679292732,0.933813083,1.233456106,0.822662861,2.734214758,1.113195034,0.642055644,0.78563221,0.990231516,0.797577495,0.858163852,1.4585342,1.019059514,0.568242706,0.491829163,1.006449298,0.792843403,1.130735935,1.308391285,1.209669989
Resting,4,325,CD320,200,1.22596209,0.602430352,1.333592379,0.747216135,0.834188853,0,0.713487629,0.539141943,0.902237538,0.954289703,0.584540453,0.924105815,0.601402197,0.798737293,1.823981906,0.808745259,0.592693757,0.30186887,1.525066687,0.81743988,2.598612278,0.97823382,0.643787814,0.552610968,1.046303856,0.752617282,0.949948038,1.396438282,0.884317094,0.598547209,0.646696638,1.060986671,0.746568245,1.33392885,1.270370042,1.238882447
Resting,4,49,CD320,80,1.07035798,0.768602308,1.749013413,0.462037861,1.426903443,2.686420136,0.871862489,0.69420245,0.852036237,1.189409673,0.746727856,1.230662643,1.356777846,0.880893079,2.814057755,0.668626218,0.748375932,0.784992897,1.122813223,0.740060643,1.869030707,1.140407586,0.755689902,0.703251344,0.942041913,0.73403339,0.913313434,1.249406403,0.989133685,0.756253573,0.565562134,1.024457868,0.711496899,1.011601692,1.211342029,1.127680218
Resting,4,119,CD320,80,0.97405327,0.708284015,1.325128189,0.988591379,0.763783882,1.901077529,0.856349795,0.762741055,0.492735762,1.011045495,0.776122906,1.049942353,1.024018879,0.918737367,2.1541370460000002,0.770258867,0.619242596,0.646969877,0.890834973,0.864527001,1.114636673,0.951529864,0.663725984,0.74822464,1.039558024,0.713778607,0.945994581,1.291978283,0.976103908,0.722449696,0.735928235,1.002626028,0.849112954,1.045143893,1.288121885,1.220458352
Resting,4,190,CD320,80,1.357609524,0.771037755,1.428989638,0.243550412,0.937016499,1.223378637,0.923024075,0.787175899,0.811377764,1.262952657,0.967449444,1.293578161,0.836488101,0.49817115,2.241113188,0.791854974,0.717406298,0.962314971,1.157937536,0.789582226,1.816706769,0.969129823,0.814955169,0.912757172,1.000705766,0.871192546,0.9272183,1.18077742,1.013299548,0.791163772,0.701733543,0.90422251,0.926722619,1.095141545,1.118922873,1.190160495
Resting,4,261,CD320,80,0.964107672,0.540031213,1.255233975,0.715277724,0.68683312,1.13209424,0.651547245,0.711862641,0.632121618,0.869562609,0.707641307,0.953188036,0.840005868,0.892076175,1.662075668,0.720000538,0.821846908,0.816970564,1.032053478,0.932594375,1.283782203,0.934890795,0.752430769,0.997177858,0.94030789,0.835369695,0.896386125,1.420333397,0.936472323,0.831065388,0.883078352,0.923600647,0.830824466,0.968880177,1.332312414,1.245784312
Resting,4,318,CD320,80,0.791401333,0.629528633,0.899976333,0.617745341,0.668639133,6.471766426,0.978055375,0.674556294,0.687267231,1.053056744,0.684392787,0.948322818,0.582782747,0.804549632,2.367413181,0.906284701,0.899204352,0.860776815,1.401618885,0.844030185,1.741341603,0.905013946,0.619887149,0.761891475,1.015855301,0.916048505,1.015855301,1.327415839,0.869685556,0.688626478,0.8161499,1.017762656,0.759441319,1.297798954,1.228776863,1.235089059
Resting,4,20,CD58,200,1.929953495,0.871280306,2.82652719,1.904688056,1.205126702,2.897953117,0.991710932,0.827583931,0.761233067,1.493581553,0.937692582,1.806248022,0.951123074,1.237305811,4.763383328,0.79450675,0.743273676,0.777104746,0.952604509,1.171339652,1.389237536,1.089187043,0.752716337,0.892848575,0.843709898,0.840632774,0.580419592,1.118520626,1.002314045,0.690224013,0.993026615,0.945440191,0.924981861,0.923126417,1.047374567,0.933326529
Resting,4,60,CD58,200,1.612587661,0.864582368,2.430749479,1.146993331,1.024703601,2.382216919,1.076521727,0.68002208,0.677531157,1.372973346,1.092946525,1.2221845,1.216053139,1.049109108,2.781005294,0.802026398,0.768897363,0.821142953,1.042602395,0.766481979,1.686720049,1.350195553,0.712461054,0.686500935,0.946662431,0.889194611,0.622830967,1.16556752,1.153653925,0.650049863,0.773559337,1.052097111,0.945011406,1.007971257,1.018479378,0.998822987
Resting,4,175,CD58,200,1.184402288,0.706588318,2.432390989,0.766405319,0.867288991,6.197620675,1.150119142,0.789583908,0.604536699,1.349724277,1.096368676,1.510988173,1.245057725,1.098807137,3.838625493,1.130990845,1.002886805,0.82566986,1.002258211,0.737205232,1.520970794,1.061386563,0.744056793,0.620804406,0.855848848,0.81718131,0.887096822,1.032544882,1.069977274,0.736528702,0.844530644,0.926199831,0.885639209,1.086597393,1.062087677,1.059860203
Resting,4,216,CD58,200,1.161951316,0.824985434,2.362927031,1.474763878,2.399563727,5.083873238,1.010294034,0.835699531,0.912949067,1.384425112,0.925291221,1.36865993,1.196139771,0.92284336,2.835138555,0.823318797,0.961441359,1.120335028,1.08640939,1.124666728,1.777598245,1.129755096,0.708838557,0.57776191,0.903035536,0.872678846,0.786564588,1.138112489,0.938157897,0.832615133,0.884077327,0.956632969,1.031144672,1.073033113,1.003001141,0.946089945
Resting,4,316,CD58,200,1.357153207,0.980965296,3.130755817,0.897805141,0.939506916,2.788035273,1.271809646,0.833796854,1.484601124,1.94458562,1.25056371,1.229586312,1.601938911,1.301972672,3.630609007,0.927540968,0.923313644,1.494535037,1.139286431,1.316710699,1.025472238,1.02029784,0.757714936,0.811979345,0.882246788,0.813461446,0.683029772,0.987892518,0.923890546,0.80566996,1.02465737,0.876820726,0.74574216,0.981363813,0.970241915,1.061123204
Resting,4,42,CD58,80,1.433312375,0.744134354,1.87192939,1.086041828,0.804629276,1.14888243,0.934857901,0.816715698,0.560254177,1.254497022,0.878062982,1.454151387,1.187881192,0.967575174,2.957715188,0.803622648,0.579573068,0.781563681,1.153164556,0.981256787,1.919968058,1.115487938,0.645306667,0.787025002,0.872717039,0.998037166,0.822685805,1.218757648,1.053279959,0.742193817,0.581144748,0.92493005,0.907438864,1.101310224,1.122183513,1.094863142
Resting,4,117,CD58,80,1.214696914,0.800196326,2.194386415,0.969832835,0.790378323,2.18634229,0.90592953,0.788332982,0.621686363,1.405843867,0.769364595,1.226141219,1.252634348,1.087528128,3.414285398,0.70023172,0.758260615,0.84825302,1.133474712,0.836046907,1.697195583,1.128739949,0.771904759,0.701822166,0.79267026,0.888554941,0.742613618,1.266075334,1.049928925,0.869199175,0.650437621,0.971365509,0.794742635,1.015750986,1.077342334,1.101669424
Resting,4,240,CD58,80,1.300880761,0.898032856,1.548757444,0.914811435,1.050230806,1.977607073,0.953366706,0.643636748,1.110983284,1.260058252,0.701990719,1.407518133,1.313254697,0.936637401,2.697644023,0.921587816,0.784490587,0.560322004,1.135940154,0.992236882,1.270063209,1.025805836,0.711117058,0.61841559,0.911791428,0.84622209,0.987590957,1.184810814,1.042298448,0.724857221,0.844951499,0.92078048,0.83445731,0.994442918,1.17268631,1.142141626
Resting,4,279,CD58,80,1.287730709,0.896308914,1.663639069,0.794470422,0.895302956,1.980612536,1.044773344,0.927808768,1.362184763,1.51338162,0.872680031,1.427604032,1.376643807,1.174395696,2.691139299,0.556931979,0.967457306,1.495232161,1.133832687,1.320745955,2.048566432,1.036654865,0.738789114,0.740913736,0.996275343,0.836841239,0.750967253,1.144581896,0.938746006,0.831438815,0.793044723,0.917031413,0.820914195,0.940808931,1.045389726,1.110476084
