CellCondition,Timepoint,WellID,Protein,Dose,B-->B,B-->M14,M14-->M14,B-->M16,M14-->M16,M16-->M16,B-->NK,M14-->NK,M16-->NK,NK-->NK,B-->Negs,M14-->Negs,M16-->Negs,NK-->Negs,Negs-->Negs,B-->T0,M14-->T0,M16-->T0,NK-->T0,Negs-->T0,T0-->T0,B-->T4,M14-->T4,M16-->T4,NK-->T4,Negs-->T4,T0-->T4,T4-->T4,B-->T8,M14-->T8,M16-->T8,NK-->T8,Negs-->T8,T0-->T8,T4-->T8,T8-->T8
Activated,4,281,CDH2,200,1.197861292,0.457036695,2.224618342,1.059810162,0.797174991,0,0.824314225,0.593039449,0.485739787,0.79815688,0.774486767,1.02630129,0.678152336,0.898112627,1.772143917,0.824279122,0.568108134,0.492372788,0.772829689,0.708070821,0.83234447600000006,1.070767621,0.513872854,0.790350925,1.022101094,0.839325662,0.884163587,1.449481359,1.087639434,0.532906328,0.658711207,0.90144458,0.803833519,0.835151708,1.283858899,1.244136626
Activated,4,320,CDH2,200,1.098066078,0.543530747,2.421376191,1.260003095,0.701648783,0,0.935616824,0.512027219,0.374833323,1.362871626,0.617454347,1.334897841,0.562642892,0.691516403,2.292248818,0.891952453,0.471439409,1.170945285,1.223278035,0.48605276,2.023099184,1.168439896,0.448955847,1.176512754,0.910697721,0.584366922,1.159691891,1.319290983,1.052636365,0.523433642,0.847727835,1.003594981,0.609477529,1.256449094,1.237452099,1.271953103
Activated,4,33,CDH2,80,1.221471514,0.502387196,2.176749235,0.810927742,0.708455964,2.253402101,1.045238158,0.611684827,0.440076175,1.17457194,0.68954819999999994,0.746024002,0.821862285,0.733736548,2.018725495,0.826343398,0.612838405,0.694427133,1.039734428,0.651270644,1.204743221,1.115739786,0.597676179,0.7621847,1.115114971,0.646162521,1.066917885,1.235303811,1.160067308,0.469093039,0.534887629,1.070719178,0.719954944,1.147742927,1.186705729,1.323734987
Activated,4,139,CDH2,80,1.264818188,0.54628566,2.557999633,0.442011539,1.004849562,0,0.872007231,0.420629924,0.836227898,0.868034168,0.6883445,1.137108122,0.477226744,0.68201725,1.630212551,0.760593441,0.434270635,0.764763361,1.128582824,0.749155945,1.246708573,1.042638803,0.50175004,0.820827423,0.95375365,0.76696465,1.070482858,1.497901999,0.948377249,0.524500356,0.560793908,0.940827061,0.758470205,1.151214663,1.327301355,1.28815299
Activated,4,195,CDH2,80,1.232203637,0.572256842,2.739081984,0.558299358,0.996029812,2.951199444,0.876117122,0.714774153,0.631527364,0.947100942,0.788573527,1.155383014,0.81556448,0.789759276,1.60271208,0.816357728,0.832238243,0.577943224,0.935425987,0.795024338,1.955759871,1.076366501,0.498812417,0.845770572,0.909419773,0.77909615,1.023894981,1.247984687,1.073706406,0.557069701,0.673261627,0.909212428,0.768231093,0.932286369,1.270846932,1.260702686
Activated,4,268,CDH2,80,1.111547769,0.483528002,2.426677914,1.108660632,0.435175201,2.280673301,0.868191157,0.566500262,0.708493185,1.076015291,0.82987146,1.00974246,0.748345927,0.862092294,2.056489685,0.731680685,0.517772194,0.763185648,1.290792294,0.848646541,2.143982344,0.941182111,0.558320524,0.866170605,1.107962747,0.806661181,0.875227796,1.384138458,1.044967382,0.585963018,1.101694183,0.993337337,0.797930562,1.246856265,1.203002024,1.129577847
Activated,4,341,CDH2,80,1.119838434,0.51319044,2.027089737,0.403736817,1.124299167,2.771457892,0.86855623,0.544582409,1.018391316,1.039142236,0.754601778,0.894397905,0.835480013,0.809371262,1.259313471,0.910243005,0.712907881,0.390523612,1.01754967,0.706360374,1.375708179,1.080732965,0.520955024,0.681866624,0.999948587,0.774255684,1.09532575,1.357185164,1.138403127,0.517648131,0.52801261,0.947431493,0.841348178,0.871563671,1.286087857,1.235892553
Activated,4,5,CHL1,200,1.462671361,0.541673229,2.135658707,0.560477115,0.911685178,1.08626319,0.963608166,0.564521251,0.516621601,1.414703857,0.685618037,0.654275498,0.835245316,0.9113123,1.645723644,1.061932371,0.517034128,0.693045746,0.96943899,1.043584221,1.572158072,1.23742918,0.544571815,0.757704905,0.993604715,0.865711518,0.92599256,1.261497111,1.084213956,0.539977666,0.50607144,1.085223408,0.800876647,1.131325021,1.230245226,1.02417786
Activated,4,95,CHL1,200,1.289189553,0.689846401,2.421215321,0.684225933,0.904895303,1.166090928,0.896587248,0.600973945,0.974104687,1.136634861,0.79490954,0.914731122,1.311852294,1.066876562,1.785576734,1.186938643,0.752922264,1.006039232,1.295168137,1.25754904,2.123262836,1.123519536,0.548061986,0.8657143,1.026856299,0.69257144,1.106139056,1.133723654,1.039015055,0.64013327,0.802984323,1.057797464,0.896354593,1.17170535,1.106075352,1.162709071
Activated,4,135,CHL1,200,1.362993033,0.795255366,2.66524395,0.709281813,1.151608458,1.180509829,0.903493426,0.823280127,0.787678825,1.2229278,0.587907385,1.40322039,0.925890062,0.816942434,1.599883563,0.71572983,0.800930695,0.459777512,1.21097437,0.856448307,1.014737036,1.06889979,0.616383041,0.709343411,0.984697539,0.773159773,1.007575099,1.177907499,1.080986974,0.681437002,0.772475659,0.937528545,0.867899123,0.986817326,1.175154793,1.091826802
Activated,4,225,CHL1,200,1.460553633,0.727241367,2.648936682,0.502101166,0.766150706,2.915184379,0.941244568,0.758899401,0.303602104,1.03990275,0.702846266,0.965218924,1.321591779,0.898264344,2.602360659,0.8334427,0.753135019,0.377060528,1.112621609,0.971655975,1.853274332,1.118486094,0.668895558,0.625558873,0.920770802,0.730098749,0.947826931,1.201004999,1.092850136,0.626977998,0.630564498,0.982316573,0.771082923,0.988908947,1.203297439,1.063441428
Activated,4,297,CHL1,200,1.370811934,0.567785383,2.779176633,0.85467694,0.41064478,2.472544276,0.922921107,0.628198035,0.889990588,1.061164317,0.816191488,1.207719907,1.539917926,0.800644555,1.705016339,1.076135103,0.682216513,0.648586122,1.031106707,0.807887976,1.285457223,1.090540438,0.503108988,0.775791985,1.013928146,0.69024099,1.053042534,1.276132415,1.026789454,0.501944062,0.949855917,0.986847656,0.836573437,1.117452528,1.201148339,1.112787871
Activated,4,9,CHL1,80,1.197167173,0.614386764,2.649980565,0.564386504,0.789593157,1.213286268,0.812739508,0.881945794,0.520948626,1.164722539,0.711748038,0.783634486,0.456739039,1.040891561,1.633415194,0.957664116,0.599333329,0.326782904,1.316762412,0.768854564,2.640441971,1.140762745,0.606206345,0.546315015,0.927057593,0.744943061,1.144444437,1.137034944,1.255374746,0.582952333,0.465298933,0.965478597,0.891259341,1.039437291,1.203949192,1.123762089
Activated,4,118,CHL1,80,0.952564856,0.661453353,2.530977761,0.749566665,0.775920189,2.009787018,0.857366867,0.540513895,0.622239145,1.075618288,0.741955365,1.040859044,0.725854538,0.749092819,1.708826853,0.903884173,0.843659254,0.7553932,1.067046242,0.863922891,1.597050439,0.988528178,0.573267896,0.55435424,1.061964203,0.838381629,1.13294722,1.291936786,1.014837987,0.607301919,0.701990731,0.925245313,0.903053002,1.113817039,1.228156312,1.078460435
Activated,4,188,CHL1,80,0.834790857,0.725167223,3.236732444,0.709572229,1.093598957,3.685833522,0.742575588,0.508650678,0.818208287,0.800662896,0.832144928,1.016763954,0.525713181,0.62240884,2.466103034,0.749548129,0.397905724,0.194674306,1.11124868,0.499797742,2.015290348,0.978522993,0.53798013200000006,0.579627046,1.102884442,0.733454679,1.064428865,1.337600875,0.861039817,0.603788028,0.832495614,0.965947529,0.786940013,1.00871983,1.300873127,1.296043815
Activated,4,265,CHL1,80,1.189503911,0.69316157,2.065730965,0.798156591,1.05108441,0,0.8865711,0.64059544,0.269017318,1.090787543,0.830462929,0.90323957,1.778036334,0.773424788,1.324213727,0.790346839,0.62593556,0.64951099,0.847588809,0.746937638,1.356473832,1.153214951,0.588351465,0.991146431,0.948834284,0.796552624,0.906694276,1.308815748,0.997182474,0.732701881,0.753291229,0.977401094,0.668276934,1.106674739,1.238388894,1.170251432
Activated,4,338,CHL1,80,0.999107272,0.422697386,3.030559168,0.551645249,0.469244419,4.286743288,0.806656602,0.71009995,0.58310642,1.01129615,0.704763512,1.084793182,1.434347564,1.037619028,2.332240215,0.899938916,0.653629873,1.452449491,1.037243419,0.942527426,0.729072685,1.025202855,0.522719104,0.712724897,0.957369044,0.797818288,1.25037102,1.222914462,0.979484401,0.547160366,1.07922978,0.906893463,0.793062188,1.06492915,1.237160567,1.196713767
Activated,4,51,CNTN1,200,1.320618089,0.560683837,2.480118377,0.583637398,1.245480212,1.766352338,0.823448805,0.578038465,0.629590932,1.051915543,0.665240196,0.905402282,1.240204833,0.979549722,1.763153873,1.000521255,0.586950445,0.584723533,0.928103875,0.83976252,1.270261468,1.124139222,0.497448237,0.617135419,0.98351551,0.920400411,1.021465522,1.149852625,1.129688633,0.665163949,0.467957096,0.979929957,0.810746336,1.283539462,1.184902401,1.212426626
Activated,4,91,CNTN1,200,1.247323924,0.601912635,2.387968378,1.082606753,0.799763547,3.170491205,1.051127669,0.65517924,0.953953106,1.017020282,0.792825296,1.081275247,1.594036243,0.849710106,1.597329349,0.956339989,0.514725075,0.525133119,1.18968211,0.596380385,1.335990841,1.101608823,0.604307757,0.67078161,0.952747331,0.709218264,1.23323824,1.192993409,1.04912311,0.587876263,0.572807806,1.05437189,0.823996205,1.050455988,1.217950349,1.091511922
Activated,4,220,CNTN1,200,1.135328723,0.613897895,2.909459179,0.820909976,0.681422805,1.68572909,0.933281874,0.531044851,0.927330715,1.360348682,0.745517604,0.984519668,1.043803452,0.87193816,2.329954871,0.594383958,0.654493725,0.498187978,1.256092291,1.045397654,2.17165447,0.961596961,0.558869501,0.749858802,0.965369927,0.73516157,0.909515165,1.23231106,1.051743135,0.504722385,0.641173495,1.073611235,0.724377567,1.097034049,1.227160686,1.288945364
Activated,4,262,CNTN1,200,1.229893119,0.593889649,2.005051215,1.055645529,0.804511233,0,0.94489164,0.631175885,0.510765224,0.959271492,0.761464741,0.887540592,1.005511825,0.621064883,1.370900462,0.84794459,0.487751677,0.407166617,0.969731145,0.985992637,0.773040394,1.103211533,0.546082808,0.833450486,1.020853554,0.808322208,0.992863694,1.31077664,0.989667683,0.483101108,0.62550234,1.016209977,0.761385156,0.933090165,1.308224466,1.252226363
Activated,4,333,CNTN1,200,1.187542281,0.468869122,1.739859392,1.024216728,0.96943336,3.882394178,0.877772293,0.501381792,0.694101906,0.962352909,0.658741742,0.92356963,0.187276899,0.602671043,1.409267352,1.044299409,0.562389333,0.204751011,1.516525173,0.888900495,1.986873912,1.101815283,0.533527032,0.58084319,0.993937953,0.680447097,1.413480472,1.230783221,0.971601976,0.440552147,0.682965146,1.039609814,0.694031125,1.359096023,1.199862812,1.326375613
Activated,4,44,CNTN1,80,1.124954778,0.556803498,2.297787703,0.806716037,0.862464706,0.867755901,0.889101948,0.648098149,0.372613835,1.395201266,0.588135491,1.169308317,0.998899801,0.869291938,2.534810141,0.714645185,0.402121702,1.051930637,1.320349024,0.968727084,1.086556764,1.099113635,0.559768049,0.737526702,0.965051464,0.712121742,1.055367416,1.294713162,0.991878231,0.520112067,0.609673327,1.052409231,0.814103338,1.23368165,1.215358461,1.231500702
Activated,4,146,CNTN1,80,0.941988328,0.538258447,2.875327512,0.818837466,0.751437121,2.298377121,0.761114085,0.6433231,0.885462767,1.061291878,0.62281153,0.902750398,0.776584761,0.749470192,1.457271063,1.042284132,0.659944777,0.578034965,1.0321562,0.872548147,0.569628981,1.022470429,0.575296301,0.67321701,0.960595021,0.724750443,1.045818726,1.421927332,1.054833017,0.624636011,1.100469844,0.953915001,0.832394638,1.20096185,1.217402759,1.138204159
Activated,4,203,CNTN1,80,1.504702679,0.529954136,2.768976587,0.882606073,0.601358483,0,0.78703934,0.510910256,0.753444209,0.954362664,0.704794616,0.874912557,1.36604357,0.767326765,2.181675798,0.898946114,0.625120368,0.338019347,1.401085613,0.788900542,2.342504898,1.157883731,0.497060431,0.664029647,0.933420537,0.663584736,0.912687558,1.457713091,1.067570182,0.484740451,0.57761754,0.908000408,0.674769293,1.216580479,1.217712296,1.252091205
Activated,4,302,CNTN1,80,0.93047989,0.551782593,2.375108059,1.264272818,0.457775815,2.244602397,0.805203918,0.647896165,0.423575394,1.034123454,0.58168854,1.070092735,0.666281003,0.801546868,1.557492637,0.921901926,0.590583419,1.04920112,0.831571004,0.65402756,1.471293525,1.010923552,0.569549689,0.93758398,1.049732014,0.559104107,1.056513967,1.350239836,0.982776322,0.533774702,1.029934817,1.083256586,0.633925101,1.229050905,1.287918575,1.258046703
Activated,4,374,CNTN1,80,1.173289648,0.527816364,1.819267278,1.040345363,1.100690222,5.785335191,0.80425352,0.464958233,0.646905662,0.900179031,0.619298147,0.941879201,0.645731605,0.8022726,1.281306512,0.979769698,0.515287069,0.427641964,0.736753671,0.80612968,1.798289285,1.066077811,0.561035575,0.645062626,0.952570403,0.733702292,1.126201371,1.241793887,1.040509094,0.508705449,0.671951113,1.032429129,0.666666561,1.2858872160000001,1.33343834,1.320266551
Activated,4,70,EFNB1,200,0.983438316,0.655088036,3.65348532,0.81743594,1.157084845,2.165760982,0.778699237,0.532259029,0.64434083,1.116166985,0.876913555,1.12542332,0.908685785,0.771334908,3.402948124,0.60648473,0.480750091,0.642741969,0.941409133,0.784507611,1.398827683,1.181740665,0.547596038,0.849076749,0.913285538,0.72174541,0.887943856,1.213754425,1.088524389,0.680082521,0.906083676,0.904302514,0.783931151,1.134636333,1.196876408,1.198790648
Activated,4,110,EFNB1,200,0.921096414,0.535365609,2.3987332,1.428869571,0.756683829,0.706348264,0.819176865,0.627475157,0.961761941,0.899623458,0.645454875,1.144664454,1.310864653,0.6852132,2.660027116,0.690411931,0.722130214,0.690534497,0.907239433,0.728705709,1.350149538,0.993200918,0.537856542,0.702908703,1.022950453,0.775212175,0.922102519,1.335507578,1.010634852,0.509195718,0.926579743,0.83605528,0.850593185,0.837211525,1.335816122,1.305884307
Activated,4,218,EFNB1,200,1.128867295,0.578728392,3.254047665,0.708560421,0.651937302,2.999270784,0.856501608,0.634093271,0.609284098,0.859246806,0.661768695,1.171414247,1.616745284,0.674427681,1.773156268,0.643207761,0.652406153,0.978726442,0.976037633,0.577233158,1.456370285,1.063116766,0.563606488,0.777870112,0.927223073,0.726501331,0.918423773,1.358291769,1.037448535,0.575853227,0.877346417,0.863499051,0.677484761,1.086244386,1.297113898,1.337376432
Activated,4,257,EFNB1,200,1.226992361,0.672582903,3.303374388,0.76600248,1.038270128,1.327921491,0.770199592,0.748813315,0.626197274,0.790696079,0.688720331,0.997583857,0.596973608,0.818938328,2.564447457,0.805339179,0.882902584,0.767863,0.965586636,0.824636253,1.628045406,1.075277978,0.673010236,0.559221976,0.869037122,0.855461659,1.158731413,1.244566838,1.036542778,0.568781831,0.620926253,0.851796965,0.82966741,0.902604391,1.263858926,1.123053247
Activated,4,331,EFNB1,200,0.976300215,0.523584498,2.508167273,0.830416274,0.520769528,0,0.751207337,0.607617862,1.039936688,0.851729965,0.59450256,0.803472986,0.897820193,0.718256154,1.749000376,0.897287277,0.592899539,0.269915685,1.046442348,0.788714664,2.190940788,1.08726849,0.468487817,0.805384067,0.981329509,0.95077158,1.018816741,1.378125082,0.988875545,0.512988453,0.954119149,1.00785616,0.906709502,1.215713851,1.270926504,1.145256625
Activated,4,80,EFNB1,80,0.983174835,0.551008565,3.133594382,0.767491771,0.57039187,5.075911489,0.815572345,0.677553704,0.588425337,1.094780421,0.688877163,1.031194561,0.814260801,0.779118733,1.59944086,0.831449419,0.845024992,1.184379347,1.089676549,0.620389182,1.353576397,1.125775325,0.651985178,0.718597508,1.018153378,0.763010826,1.045958595,1.284083292,0.956162257,0.575136824,0.665653629,0.953428008,0.671200742,1.153799623,1.199947039,1.192780198
Activated,4,134,EFNB1,80,0.943680192,0.479918166,2.358527438,0.761408629,1.312186508,1.288754606,0.89546861,0.576785278,0.925259717,0.867642812,0.818666558,0.960970416,0.445393592,0.842567934,1.847136304,0.928427296,0.612252921,0.467693204,0.933787456,0.926706022,1.140567942,1.012747979,0.59692197,0.69002595,0.963491024,0.803277366,0.991106882,1.391849644,1.012336571,0.543454235,0.90326871500000006,0.889933746,0.912859786,1.221796759,1.317830649,1.169380544
Activated,4,193,EFNB1,80,0.701479367,0.613649032,2.274421849,0.702907073,0.935071825,2.889221929,0.814011407,0.569746937,0.596376413,0.915623971,0.689250592,0.900309155,0.593253569,0.782445854,1.939091667,0.865434923,0.523957772,1.310574895,1.10667788,0.768870605,1.288056426,0.94649051,0.606128848,0.947568313,0.992182584,0.817182913,1.044474268,1.390264092,0.948848195,0.584405761,0.957928082,0.919199157,0.689708219,1.219630083,1.294659509,1.232353019
Activated,4,319,EFNB1,80,1.000490823,0.556012284,2.657382772,1.087635847,0.509003973,1.310106816,0.612029223,0.431701968,0.404051635,0.76153034,0.707968939,0.827246096,0.623185945,0.704724293,1.580983443,0.737495797,0.652990208,1.001272703,0.735246978,0.589681324,0.74962352,0.949346769,0.477028851,0.814766077,0.872510401,0.649529233,1.03783272,1.556099063,0.960261003,0.430886158,0.764856699,0.904246472,0.780199771,1.113439033,1.422607435,1.373336682
Activated,4,359,EFNB1,80,1.095993545,0.613765488,2.718104305,0.939619859,1.324009801,2.290179115,0.743656359,0.587131499,0.6537059,0.921302963,0.727298436,0.817064787,1.003648716,0.890135064,1.328494166,0.784970601,0.491713257,1.246126872,1.205403771,0.884166726,1.506754714,0.98297058,0.586395643,0.930149586,0.98456528,0.737614392,1.098447893,1.312986858,1.021562007,0.564053793,0.809697726,0.989792751,0.789027888,1.336610995,1.173397679,1.207855296
Activated,4,28,ICAM1,200,1.424632772,0.53271255,4.072166899,0.619121659,0.735378339,2.767473815,1.05607106,0.474262795,0.573688602,1.312919188,0.584845857,1.284310258,0.749992904,0.708948516,2.569081383,1.184373429,0.764732294,0.464898409,1.189505524,0.734334305,1.147543126,1.176031925,0.527152931,0.616929647,1.014073217,0.712031029,0.903983644,1.229652587,1.117963167,0.402866763,0.59266584,0.901718824,0.770947434,1.10739712,1.17876012,1.215813509
Activated,4,97,ICAM1,200,1.33049112,0.620401273,3.884428379,0.914057876,0.90732209,5.786960519,0.852424259,0.433534992,0.468743802,1.184984332,0.608547327,1.188369824,0.986680684,0.603848579,3.490766777,0.920828675,0.654371689,0.562621162,0.858784941,0.748232852,1.33028648,1.061797378,0.549592692,0.720574186,0.920029121,0.715308827,0.906678038,1.294501651,1.080772834,0.48151879,0.668776098,0.913509934,0.638549952,0.98087161,1.230021646,1.271936427
Activated,4,229,ICAM1,200,1.438596685,0.368951539,3.979485028,0.741293611,0.695470055,0.96738316,0.877684624,0.615420656,0.544750341,0.93921098,0.693274591,1.215765322,0.687351192,0.401394988,2.821757527,0.724842847,0.531230098,0.780755258,0.854888441,0.955397882,1.1421136649999999,1.17949074,0.529658933,0.433205253,0.857035828,0.762180671,0.832455101,1.391831918,1.153235236,0.50733098,0.632683955,0.840444481,0.749231,0.952514524,1.300380465,1.207077998
Activated,4,269,ICAM1,200,1.371776603,0.423576914,3.466278579,0.38325565,0.936213589,4.235466284,0.920757927,0.474835229,1.017555555,1.2555191510000001,0.587549318,1.180617422,1.099650305,0.612242968,3.309483534,0.857921897,0.520390974,0.960926033,1.13890453,0.627274968,2.406843006,1.222952223,0.444673107,0.489036478,1.044348948,0.672766044,1.137748837,1.336499884,0.994588108,0.464139788,0.777698611,0.899596614,0.669198006,1.011596332,1.248420293,1.127150379
Activated,4,340,ICAM1,200,1.520210598,0.617454683,3.219616459,0.671736414,0.786024901,0,0.809720848,0.463997717,1.149112546,1.055550286,0.679964156,1.067913573,0.891240833,0.682229023,3.142345193,0.7240453,0.47773981,0.760924946,1.004266426,0.713991255,1.529523085,1.218243834,0.572676438,0.738395993,0.919809018,0.738395993,0.912136226,1.39230859,1.06003738,0.496982108,0.534496933,0.931164199,0.711259698,1.059270935,1.238659278,1.164888903
Activated,4,108,ICAM1,80,1.107195233,0.486181605,3.712470678,1.141961445,1.048395656,7.739319429,0.731404289,0.371150284,0.774908087,0.986829322,0.506985292,1.163983945,1.496720146,0.626418114,2.99549384,0.726226491,0.405678409,0.357327203,1.190505938,0.705414812,1.771217489,1.118612182,0.497236609,0.711998796,0.843516408,0.707895484,1.107655317,1.369195129,0.907096336,0.496969862,0.741579652,0.81676649,0.80280726,1.134071875,1.344023816,1.334091584
Activated,4,116,ICAM1,80,1.0608405380000001,0.460524,4.299211268,0.445971779,0.883708217,2.222034828,0.942500776,0.620576314,0.525668147,1.313216647,0.687197441,1.033583354,0.866295823,0.79926653,4.342362227,0.994538004,0.746795676,0.594629038,0.872164897,0.645800005,0.901714457,1.089215223,0.596752363,0.645498286,0.928961055,0.650116068,1.070022003,1.27094469,0.994062836,0.512918978,0.697780659,0.920532536,0.672101176,1.005046956,1.199334322,1.187355883
Activated,4,222,ICAM1,80,1.076387354,0.47654632,3.535728103,0.580016803,0.823012066,18.76813466,0.967491125,0.442972895,0.402341442,1.003337861,0.544034983,1.020810018,1.316630541,0.732064058,2.231580438,0.866358432,0.621338635,0.28867503,1.14221366,0.712544306,1.987212359,1.155415043,0.522501006,0.577987839,1.054687922,0.619742347,0.959419951,1.402571052,1.075851154,0.488074426,0.827007943,0.959512976,0.649512771,1.01556921,1.32795496,1.185140609
Activated,4,292,ICAM1,80,1.183493116,0.47404961,3.940859646,0.76281412,0.555956108,8.498828026,0.744224532,0.470927527,0.514214805,0.952809786,0.672248351,1.066083403,0.631669651,0.668826689,2.360834833,0.902792563,0.472097457,0.377189469,0.958505003,0.85972014,1.35409441,1.013576645,0.595135775,1.045197484,0.892561227,0.665376894,1.129429335,1.381134796,0.973981558,0.534947629,0.629439205,0.903726596,0.722324018,1.1002808,1.30707275,1.217573276
Activated,4,368,ICAM1,80,1.589250243,0.466356551,4.398069861,0.915493784,0.461095093,4.114386982,0.908542569,0.581833311,0.724429311,1.355238806,0.704042197,1.376666689,0.895715826,0.833613633,3.151842156,0.911113431,0.644117487,1.407553441,0.960345435,0.853623917,1.384402891,1.046878082,0.530102522,1.027361936,0.907275964,0.702931851,1.076364396,1.284664917,1.04843556,0.498635578,0.603504108,0.896962088,0.605032827,1.050526888,1.18007406,1.102706622
Activated,4,15,IFNGR1,200,0.86288138,0.479253052,2.419297272,0.430732249,1.37246573,8.314935956,0.817927736,0.540030127,0.71135003,1.165797488,0.752505281,1.058422479,0.635038374,0.900294018,2.327996208,0.934788161,0.514124077,0.504764354,1.289321929,0.693908559,1.460606502,0.995786678,0.595410287,0.646614726,1.025162685,0.781630216,1.13157577,1.18583616,0.935846652,0.533493943,0.690191364,1.197799895,0.770555529,1.391032809,1.233739628,1.232467865
Activated,4,23,IFNGR1,200,1.025240898,0.500030321,2.253603907,0.499966386,0.840288774,2.402690513,0.83087939,0.644515906,0.534771495,0.998753093,0.726495133,1.0931322,0.741905636,0.867130439,1.388074445,0.870469069,0.511270073,0.306528815,0.873276337,0.844572197,0.938546992,1.064895569,0.56078742,0.464025014,0.946282332,0.741563081,1.056475665,1.434796708,0.929033021,0.558407315,0.589686328,1.042203415,0.747011472,1.203689619,1.322747372,1.244136797
Activated,4,160,IFNGR1,200,0.902305553,0.751822661,2.797039868,1.116958947,1.15787171,0.899457813,0.881060639,0.703473123,0.644056212,0.929974851,0.633905021,0.967008267,0.908156632,0.959006155,3.53191541,0.831447516,0.814018899,1.084021884,1.19960222,0.577655762,1.959686315,0.970022101,0.612253531,0.729630114,0.978408598,0.780341995,1.077199369,1.162691382,0.948663413,0.691643,0.635527925,0.95690478,0.836966387,1.148902431,1.196933469,1.242721702
Activated,4,250,IFNGR1,200,0.945336109,0.493487957,2.661995453,0.976247914,0.470422759,1.43172144,0.766167416,0.396479741,0.381056044,0.743739086,0.630197458,1.145331086,0.778740378,0.542833215,1.763441048,0.649548251,0.431555921,0.703623785,0.886416694,0.546734697,1.77048583,0.930838921,0.558662607,0.504769882,0.895637978,0.615165856,1.138513806,1.540040576,0.876165436,0.60328155000000006,0.838207825,0.889708126,0.693180071,1.147546427,1.437603946,1.352018336
Activated,4,258,IFNGR1,200,1.036569158,0.580426277,2.468627284,0.728798071,1.051141017,0,0.736557449,0.446179574,0.469529849,1.081925769,0.684968965,0.862592597,1.01829286,0.612540816,1.782691368,0.680432747,0.604210301,0.40461968,1.246411295,0.698137539,1.691497833,1.14968536,0.624409984,1.049704471,0.907342141,0.754991989,1.07711623,1.285218195,0.931754496,0.596629201,0.666712916,1.006512344,0.731739649,1.284327503,1.277870761,1.276806162
Activated,4,4,IFNGR1,80,1.105421802,0.576059849,2.627777954,0.798225264,0.657274844,2.315826301,0.902108363,0.481251415,0.679046049,1.034708707,0.698193748,1.128853591,0.705347373,0.850872111,1.294962992,0.715324497,0.584922308,0.562063943,1.457251971,1.08421433,1.247232456,1.073205722,0.597315281,0.667201035,1.014411649,0.860523795,1.079556052,1.258816212,0.986303648,0.556133721,0.60358616,0.978066122,0.904538449,1.191057663,1.202571784,1.188641915
Activated,4,105,IFNGR1,80,0.969180683,0.632525821,2.663001162,0.80277261,1.132731116,2.1632609290000002,0.766141956,0.67317783,0.441143366,0.88520875,0.542891986,0.924103803,0.894025633,0.646387187,2.16191653,0.849900555,0.57552321,0.268389649,0.952326473,0.8873538,1.731513817,1.032433737,0.547071134,0.942458411,0.922516788,0.764828961,1.019613401,1.369750679,0.939766654,0.519895748,1.018561633,0.955467659,0.783368339,1.040694557,1.298889037,1.327571327
Activated,4,145,IFNGR1,80,1.219194349,0.633047167,2.55783158,1.061482053,1.029635038,1.026856746,0.645221151,0.668930116,0.688946974,0.7877121,0.888403904,1.234478738,1.000976617,0.882920663,2.903054135,0.80668407,0.828509938,0.445925838,1.334821566,0.889132616,1.549192553,1.013889655,0.609122665,0.685619512,0.875771799,0.774666436,1.02347833,1.280352441,1.047713441,0.663086032,0.567033009,0.791413537,0.821466273,1.006378004,1.261317151,1.247733276
Activated,4,232,IFNGR1,80,0.989831939,0.715395217,2.504126593,0.62416946,1.421011651,1.639414358,0.934544376,0.69698055,0.523725067,1.156700692,0.890702172,1.072683025,1.491840234,0.807540433,2.969641055,0.65860799,0.511995681,0.348083395,1.202588426,0.765479631,2.29928814,1.048964979,0.574269281,0.577695348,0.867541631,0.899744322,0.918357308,1.255133788,0.980148131,0.681415436,0.831500297,0.910731246,0.967433196,1.143343149,1.19133219,1.13471605
Activated,4,335,IFNGR1,80,0.977829678,0.569889442,2.84162146,1.006653115,0.704025654,1.326497509,0.842034859,0.539016967,1.091385259,0.954066545,0.963287673,1.081749329,0.928795276,0.680591506,1.5445329270000001,1.109162113,0.383818626,0.856392622,0.70460312,1.049360047,1.238475485,1.003222642,0.509514464,0.802628936,0.929857348,0.797529529,1.127805203,1.372926855,0.85718038,0.533352768,0.844134778,0.948761049,0.728259932,1.105525022,1.261887204,1.279905654
Activated,4,19,IL1RAP,200,1.110105057,0.493694347,2.279830403,0.426170363,0.915727797,3.263418243,0.806621299,0.716001158,0.431939719,1.100536065,0.812850035,1.00765414,1.251416087,0.910992554,2.5145963670000002,0.830485835,0.429600695,0.5781347,0.894336725,0.848228518,1.126621468,1.084235558,0.604555349,0.781221464,1.096580437,0.793518683,0.92513879,1.433439521,0.920025033,0.570373804,0.716544067,0.933767989,0.778740871,0.937359404,1.225645147,1.253464826
Activated,4,121,IL1RAP,200,0.917005983,0.672515103,2.251631862,0.863390713,0.538836243,1.400012025,0.769770034,0.690007169,0.539763672,1.092533698,0.830753951,0.977682256,0.923719274,0.723394612,1.104653977,0.757472894,0.576895309,0.749448816,1.071501119,0.885946367,1.783075251,0.955367044,0.657078659,0.894853047,0.932066135,0.914196395,0.978661685,1.29273084,0.981834205,0.576907706,0.545853064,0.932407643,0.855357378,1.195871396,1.315549652,1.234902238
