Gene.names,B.memory_activated,B.memory_steady.state,B.naive_activated,B.naive_steady.state,B.plasma_steady.state,Basophil_steady.state,Eosinophil_steady.state,mDC_activated,mDC_steady.state,MO.classical_activated,MO.classical_steady.state,MO.intermediate_steady.state,MO.nonclassical_steady.state,mTregs_activated,mTregs_steady.state,Neutrophil_steady.state,NK.bright_activated,NK.bright_steady.state,NK.dim_activated,NK.dim_steady.state,nTregs_activated,nTregs_steady.state,pDC_activated,pDC_steady.state,T4.CM_activated,T4.CM_steady.state,T4.EM_activated,T4.EM_steady.state,T4.EMRA_activated,T4.EMRA_steady.state,T4.naive_activated,T4.naive_steady.state,T8.CM_activated,T8.CM_steady.state,T8.EM_activated,T8.EM_steady.state,T8.EMRA_activated,T8.EMRA_steady.state,T8.naive_activated,T8.naive_steady.state,Th1_steady.state,Th17_steady.state,Th2_steady.state,Majority.protein.IDs,Uniprot,Symbol,hclust_order
PCDH11X;PCDH11Y,0,0,0,0,0,264.25,0,0,0,0,234.25,0,341,0,71.5,0,0,0,0,537.5,203.3333333,702,93,0,99.75,0,0,0,69.75,5723.75,0,0,0,208,0,143,0,104.25,0,107.25,88.25,38.25,73.25,Q9BZA7;Q9BZA7-6;A0A096LNH1;Q9BZA7-7;Q9BZA7-2;Q9BZA7-5;Q9BZA7-4;Q9BZA7-3;Q9BZA7-8;Q9BZA8;Q9BZA8-3;Q9BZA8-2;Q9BZA8-4,Q9BZA7,PCDH11X,366
CD248,0,0,0,0,0,4952.5,0,0,237,0,423.5,1783.25,860.5,0,0,1647.5,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.5,0,0,Q9HCU0,Q9HCU0,CD248,367
TARM1,0,790.25,0,778.25,0,3270.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0,B6A8C7;A0A087X1Q6;B6A8C7-2,B6A8C7,TARM1,368
VASN,1101.75,763.75,0,410.75,0,2092.75,0,0,675.5,0,0,995.5,991.25,253.6666667,0,0,0,484.25,0,0,0,691,284.25,511.25,468.5,1762,0,1110.75,0,1866.25,0,381.75,0,575,0,114.25,0,0,0,888.25,0,449.25,200,Q6EMK4,Q6EMK4,VASN,369
MET,0,0,0,88.75,0,0,167.5,0,0,0,0,721.5,573.5,0,627.5,0,0,0,0,0,0,0,0,631.25,0,1878.5,0,1599.25,0,0,0,905,0,0,0,1494.75,0,275.25,0,444,0,1157,158.5,P08581;P08581-2,P08581,MET,370
RECK,46.25,160.5,0,810,0,107.5,0,0,978,0,104.25,0,435.25,187.6666667,485.75,648.25,742.6666667,643,291.3333333,629.75,0,785,440.25,329,0,497.5,0,927.25,120.25,267.25,332.25,1162.75,680.75,715.75,415.25,769.75,353.5,931.25,469,1176.75,470.5,565.25,633,O95980,O95980,RECK,371
SEL1L3,0,679.25,0,102.5,1032,959.25,0,0,954,0,0,466,445.25,0,917,0,654.3333333,723.5,0,0,0,0,0,582,0,792.5,443,900,0,566.5,484,666,1481.5,468.75,282.25,1906,0,386.75,0,414.25,0,1504.25,808,Q68CR1;Q68CR1-2;Q68CR1-3,Q68CR1,SEL1L3,372
ADAM28,0,972.25,0,3447.5,0,997,0,0,2379,721.3333333,0,0,0,0,0,0,0,0,0,189.75,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.75,0,0,0,Q9UKQ2;Q9UKQ2-2;H0YBG8,Q9UKQ2,ADAM28,373
CEACAM5,0,2082.5,0,766,0,0,427.75,0,509.25,0,921,509.5,271.75,0,528.75,0,0,293,0,343.5,2804.666667,0,0,1098.25,0,0,0,0,741,0,0,0,1294.5,164,0,608.25,0,680.5,0,0,1479.75,0,0,P06731;A0A087WYX0;A0A024R0K5;P06731-2;A0A087X013;M0QX98;T2HUW8,P06731,CEACAM5,374
CRIM1,0,0,0,0,0,1454.75,0,0,0,0,0,0,0,0,0,0,941,0,2757.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9NZV1,Q9NZV1,CRIM1,375
KIAA0247,0,0,0,0,0,0,0,0,0,2990.333333,0,0,0,0,0,0,0,0,4205.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q92537,Q92537,SUSD6,376
KIR3DS1,0,0,0,0,0,0,0,0,0,1145.666667,0,0,0,0,0,0,0,320.75,4484.666667,1804.75,0,991.5,0,0,1049.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q14943,Q14943,KIR3DS1,377
IL12RB1,0,550.75,0,0,0,0,0,0,0,0,0,0,0,1151,253.25,0,0,0,2827.333333,878.25,0,0,0,0,1994.25,0,1815.25,0,1930,0,421,0,478.5,0,1112.5,0,594,805.75,0,0,0,0,0,P42701;P42701-2;P42701-3,P42701,IL12RB1,378
ITGAD,0,0,1785,0,0,0,1444.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.5,0,2462.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q13349,Q13349,ITGAD,379
MCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.25,0,2774.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P43121;P43121-2,P43121,MCAM,380
SCARF1,0,0,1057.75,0,0,0,0,658.5,0,395.3333333,53.5,0,0,0,0,0,3645,0,436.6666667,0,274,0,0,127,0,0,994.25,0,0,0,0,0,0,0,0,0,172.5,0,657.75,0,0,0,0,Q14162;Q14162-2;A0A0A0MR54;Q14162-3;Q14162-4;Q14162-5,Q14162,SCARF1,381
MERTK,453.75,0,0,0,405.25,0,0,0,0,0,0,1644.25,2396.75,0,0,0,0,119,0,246.25,0,0,0,0,0,0,0,435.5,492.75,0,0,529.5,0,0,0,0,0,0,0,0,184.75,0,0,Q12866;E9PHX8;A0A087WZQ5,Q12866,MERTK,382
EPHB1,0,0,0,0,0,0,0,0,0,0,0,593.25,1305.5,0,1179.5,0,0,0,0,0,0,0,0,2048.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.25,0,0,P54762-5,P54762,EPHB1,383
SDK2,191.25,0,251.75,289.25,0,0,169,0,0,0,105.25,533.25,492.25,0,0,0,501.6666667,0,149.6666667,0,0,71.75,0,1232.5,0,457.5,0,390,0,189.5,449.5,499.5,0,458,0,672.75,0,0,375,201.5,0,598.5,663.25,Q58EX2;Q58EX2-4;Q58EX2-2;Q58EX2-3;H7C2P2,Q58EX2,SDK2,384
PODXL,502.5,0,551,0,0,0,0,0,0,0,2106.5,332.5,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,351.25,0,0,0,0,1057,755,0,122.25,0,0,809,0,269.25,0,0,O00592;O00592-2,O00592,PODXL,385
TNFRSF10A,583.25,0,2888.75,0,0,0,0,0,0,0,0,0,0,0,58.25,0,0,0,0,42.5,0,0,0,0,0,0,125.75,0,0,0,0,153.25,0,0,0,0,0,0,0,0,0,0,0,O00220;F8U8C0,O00220,TNFRSF10A,386
EPHA4,0,586.5,0,144.5,0,147,0,969.5,0,1368.666667,0,450,0,0,121.25,0,542.6666667,928.25,0,48.75,527.3333333,253.25,0,0,235.75,245.25,318.75,0,520,134,229.5,0,1220.75,114.75,589.75,0,0,0,309.5,0,202.75,183.75,0,P54764;P54764-2;E9PG71,P54764,EPHA4,387
CD80,0,682.25,0,0,0,0,0,1452.75,0,0,0,0,0,0,264.5,0,0,630,1158.333333,0,0,0,0,0,0,0,1258.5,0,0,0,0,0,676.75,0,892.75,0,0,0,0,0,0,0,0,P33681;P33681-2,P33681,CD80,388
SLITRK4,0,0,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,329.3333333,0,0,0,500.3333333,0,0,0,0,0,0,0,0,0,111,0,935,0,70.5,0,0,0,82.75,0,0,0,0,Q8IW52,Q8IW52,SLITRK4,389
LRP8,249.25,0,244.75,0,0,0,0,549.25,0,0,0,1305,0,0,179,0,0,242,355,198.75,1521,0,0,206.75,0,0,931.75,0,1002.75,0,115.75,0,0,0,0,0,0,398,0,0,0,0,0,Q14114;Q14114-2;A0A087WW84;Q14114-4;Q14114-3;H0YEV6;E9PP15,Q14114,LRP8,390
NOTCH4,559.75,208.5,506,1120.5,111,0,0,0,200,0,0,0,0,318.6666667,0,0,0,137,326.3333333,136,0,0,44.75,0,232.75,0,479,0,593.25,0,282,0,489,0,432.75,36.25,0,0,283.75,0,0,0,0,Q99466,Q99466,NOTCH4,391
PTPRF,0,248.5,559.75,155.5,296,80.5,0,399.25,103,356,0,0,0,171,0,0,816.3333333,71,361.6666667,211.25,42.66666667,19.75,96.75,353,579.75,324.25,1093.25,210,1562.5,69,224.75,239.25,193.25,206.75,424.5,112.5,453.75,22,297.25,186.75,225.5,174.25,59.5,P10586;P10586-2;H0Y6Z7;H0Y4H1;H0Y7Z9;H0Y380,P10586,PTPRF,392
KEL,0,0,0,0,0,0,2679.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P23276,P23276,KEL,393
LYNX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.5,0,P0DP58;Q9BZG9-3;Q9BZG9,P0DP58,LYNX1,394
PLXNB3,0,17,57.5,97.75,26.75,191.75,54.75,0,140,0,80.5,0,0,0,0,1763.5,0,0,0,0,0,0,65.75,0,0,0,242,0,191.75,72.5,40,0,0,492,0,234,0,0,0,111,84.75,0,0,Q9ULL4-2;Q9ULL4,Q9ULL4,PLXNB3,395
GFRA2,0,0,0,0,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O00451;E5RGR6,O00451,GFRA2,396
CD209;DHCR7,0,1339,0,0,0,0,0,0,136.75,0,0,0,0,0,0,0,0,0,0,0,662.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.25,0,0,0,0,0,0,Q9NNX6;Q9NNX6-6;Q9NNX6-2;Q9NNX6-7;Q9NNX6-10;M0QZG5;Q9NNX6-12;Q9NNX6-3;Q9NNX6-11;Q9NNX6-5;M0R0P0;Q9NNX6-8;X6RB12,Q9NNX6,CD209,397
IL1R2,0,0,0,0,0,550.75,0,0,572.25,226.3333333,0,946.25,232.25,439.6666667,0,0,0,0,0,0,0,217.75,0,27.5,109.25,0,246,13,220.75,0,0,38.5,256.5,167,10.5,178,0,0,0,44.75,25,87,76.5,P27930;P27930-2;C9JNR0,P27930,IL1R2,398
GPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,190.5,0,0,0,552.25,0,0,736.25,0,324.75,0,0,0,0,O75487;O75487-2,O75487,GPC4,399
VSIG4,0,0,280.75,0,229,0,0,127.75,725,0,0,0,0,0,0,0,0,0,0,0,160.3333333,0,0,0,0,0,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9Y279;Q9Y279-2;H7C062;Q9Y279-3,Q9Y279,VSIG4,400
MPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P40238;Q5JUY5;A0A087WWJ7;P40238-2,P40238,MPL,401
TMEM8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.25,0,0,338.5,0,0,0,215.25,0,0,0,278.5,0,249.75,0,137.75,299.25,128.75,262,Q9HCN3;K4DI83,Q9HCN3,TMM8A,402
CEACAM21,0,501.5,0,0,0,0,0,377.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,0,Q3KPI0;Q3KPI0-2;A0A0B4J1W4;Q3KPI0-3,Q3KPI0,CEACAM21,403
SDC2,0,649.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P34741;E5RJB8;E5RHU3;E7ESK6;E9PBI9,P34741,SDC2,404
EGF,0,0,0,0,145.75,0,0,540.5,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.25,98.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P01133;P01133-3;P01133-2,P01133,EGF,405
JAG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9Y219;Q9Y219-2,Q9Y219,JAG2,406
CLEC1B,0,133,74.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,150.5,0,0,0,0,101.75,0,0,0,0,0,0,0,0,139,177.25,0,104,0,0,0,Q9P126;Q9P126-2,Q9P126,CLEC1B,407
CA12,195,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.25,0,181.75,0,0,0,0,0,0,0,0,49,0,0,0,0,0,O43570;O43570-2;B3KUB4,O43570,CA12,408
SLAMF8,0,0,0,31.5,0,0,0,0,113,0,0,0,0,0,0,0,32,0,0,0,0,19.75,0,0,120.75,0,121.5,0,0,0,0,0,0,20.25,0,0,0,0,0,0,25,0,0,Q9P0V8,Q9P0V8,SLAMF8,409
FGFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.5,0,0,0,0,0,0,0,0,0,0,0,0,P11362;E7EU09;P11362-6;P11362-5;P11362-4;P11362-14;P11362-3;P11362-20;P11362-7;P11362-2;P11362-19;P11362-21;H0YE20;P11362-13;P11362-12;P11362-11;P11362-10;P11362-9;P11362-8,P11362,FGFR1,410
CADM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.75,0,0,0,0,0,0,0,Q9BY67;A0A087X0T8;A0A087X105;A0A087WZW4;A0A087X1W8;A0A0A0MTJ8;A0A087WZR6;X5DQS5;Q9BY67-2;Q9BY67-5;Q9BY67-4;Q9BY67-3;F5H125;H0YG94,Q9BY67,CADM1,411
CDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,21,0,0,0,0,0,4.25,0,11.75,0,0,0,0,0,11.25,45.25,P19022;P19022-2,P19022,CDH2,412
PEAR1,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,30.25,16.75,0,0,14.5,0,0,5.5,Q5VY43,Q5VY43,PEAR1,413
GYPA;GPErik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P02724;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-3;P02724-2,P02724,GYPA,414
ASGR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P07307;P07307-3;P07307-2,P07307,ASGR2,415
DLL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O00548,O00548,DLL1,416
TGFA,0,0,0,0,0,0,0,5806.25,0,0,0,0,0,0,0,0,0,2010.5,0,0,0,1184.25,0,0,1331.5,0,8999.25,0,4100.25,5604.25,0,1656.25,0,0,0,0,0,0,0,0,0,0,0,F8WA74;H0Y6S5;E7EPT6;F8VNR3;P01135-2;P01135;P01135-3;P01135-5;P01135-4,P01135,TGFA,417
EPHA1,859.75,1321.75,0,609,1981.5,581.25,713,208.5,1066.75,0,1448,0,340.75,0,181.5,1247.75,197,2287.75,0,221.5,471,1973.75,0,0,1137.75,1907.5,2701.75,447,4360.25,5551.75,911.75,4855.5,226,1748,0,63,828.5,1768,0,4452.75,1741,1194,2771.75,P21709,P21709,EPHA1,418
SUSD1,0,0,0,0,2875.5,4976,0,444.5,702.25,303.3333333,7160.5,2635.5,1765,0,117.5,0,412.3333333,887.5,664.6666667,946,345.3333333,2125.25,487.75,374.25,2703,752.5,2171,698.25,3056.25,2255,2487,4008.25,0,101.5,0,865,0,2724,0,0,0,1914,5094,Q6UWL2;H3BLV4;F8WAQ1;Q6UWL2-3;Q6UWL2-2,Q6UWL2,SUSD1,419
KCT2,0,0,0,0,0,4371.75,0,0,0,0,0,0,7892.75,0,0,0,0,0,0,0,0,0,0,4163.25,0,8608,0,7127,0,8639.25,0,3260,0,2396.5,0,0,0,3070.25,0,0,0,4888.75,6358.5,Q8NC54,Q8NC54,KCT2,420
CSF2RB,430,0,233,0,0,15837.25,227.25,3438.5,0,4479.333333,0,132.5,691,0,0,2036,604.3333333,0,953.3333333,0,0,0,37.75,51.25,266.25,264.5,0,0,846,0,0,716,1057.75,132,609.25,29.25,1484.5,0,658,269.25,0,157.5,0,P32927;Q6NSJ8;P32927-2,P32927,CSF2RB,421
PNPLA2,512.75,7661.25,527,109.5,2014,9888.75,5612.5,465,2471.75,0,6877.25,4299.75,3493.75,242,1624.25,0,1080,1766.25,0,1001.5,0,2386.5,541,4381.5,0,2170.5,0,1313.25,0,0,784.75,696.5,4523,1329,371.25,1105.75,1636,1572.5,1618.25,1610.25,964,1408.75,531.75,Q96AD5,Q96AD5,PNPLA2,422
CLEC2D,1202.75,0,17670,0,0,0,0,2954.25,0,0,0,0,0,0,558,0,0,0,967,0,6930.333333,0,17029.25,0,3328,8049,0,2146.5,0,0,2237.25,2339.5,0,1935.25,0,660,0,0,0,0,607.25,2780.75,3124.5,Q9UHP7;Q9UHP7-6;Q9UHP7-2;Q9UHP7-3;F8WF99;H0YGG6;H0YH49;A0A0C4DG81;Q9UHP7-5,Q9UHP7,CLEC2D,423
ICOSLG,2107,773.25,17047,95.75,967.5,0,0,1866,0,0,0,0,0,0,1397.5,0,0,0,0,0,0,0,11737.75,1971.75,0,159.25,0,198.75,0,0,0,0,0,0,0,230.75,323.75,113.5,0,0,0,0,0,O75144;K4DIA0;O75144-2;A0A087X1L8;O75144-3,O75144,ICOSLG,424
TNFRSF13B,15639.5,2523.5,7988.75,15421.5,0,0,711.5,0,1479.5,0,0,0,0,0,0,0,0,0,744.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.25,0,0,O14836;O14836-2;J3QR67;E7ER05;O14836-3,O14836,TNFRSF13B,425
FCRL2,5285.5,1665.75,8308.5,145.75,0,2044.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895.75,0,0,2087,0,1170.25,0,0,3389.5,2076.75,0,835.75,0,0,0,0,0,0,0,2137.25,1324,Q96LA5,Q96LA5,FCRL2,426
MFI2,3188.75,0,8370.5,0,0,328.75,0,1729,1214,758.6666667,0,0,0,0,0,0,1325.333333,343,0,0,0,0,0,1621.75,164.75,0,0,0,0,0,0,0,1864.75,0,1900.75,0,0,0,2033.25,0,0,0,208.5,P08582,P08582,MFI2,427
TNFRSF17,2435.5,0,6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q02223;Q02223-2,Q02223,TNFRSF17,428
IL21R,8848,81.75,15409.75,296.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.6666667,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,71,0,0,0,0,0,Q9HBE5,Q9HBE5,IL21R,429
LRRC32,5126.25,657.75,10953.25,156,491.25,0,257.25,1682,0,0,1873.25,997.75,767.75,373.6666667,0,377.5,1620.666667,0,0,0,3721.666667,0,0,0,0,0,0,0,3206,107.25,0,0,0,0,521.25,0,47.75,0,0,0,0,0,0,Q14392,Q14392,LRRC32,430
TLR6,0,1061.5,0,0,0,0,1811.25,0,4580,14549.33333,31141,26231,25919,0,0,14158,0,0,0,0,0,0,0,6790.25,3673.75,0,16841,0,18376.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9Y2C9;Q9Y2C9-2,Q9Y2C9,TLR6,431
