Interaction,B + B,B + M14,B + M16,B + DC,B + T4,B + T8,B + NK,M14 + B,M14 + M14,M14 + M16,M14 + DC,M14 + T4,M14 + T8,M14 + NK,M16 + B,M16 + M14,M16 + M16,M16 + DC,M16 + T4,M16 + T8,M16 + NK,DC + B,DC + M14,DC + M16,DC + DC,DC + T4,DC + T8,DC + NK,T4 + B,T4 + M14,T4 + M16,T4 + DC,T4 + T4,T4 + T8,T4 + NK,T8 + B,T8 + M14,T8 + M16,T8 + DC,T8 + T4,T8 + T8,T8 + NK,NK + B,NK + M14,NK + M16,NK + DC,NK + T4,NK + T8,NK + NK,Pair_label
P06729 + P19256,18.242854817083558,19.35887931158448,19.337313433617084,19.15280891691809,19.034616229500315,19.368677523539787,19.459465336563007,9.547686751691725,9.874601322670621,9.865986950147274,9.797468438284106,9.75780748750239,9.878561235400369,9.9167017231769,4.307815001705613,4.421088752999616,4.417696438458833,4.391612164113496,4.377195655732372,4.42265701942781,4.438056493658152,25.48161719836851,28.955659001218045,28.912925239839225,28.509105501438015,28.211400739036517,28.97478546217978,29.14375997112976,32.43999253161604,93.23699186738355,87.97290434418625,61.67622139769787,53.112905416840846,95.89798023988484,133.7890617585668,32.45117902014644,93.28411325347398,88.01578686536362,61.70155038264767,53.13359623114653,95.94735263347536,133.8805925379763,32.454501802074645,93.2977040904533,88.02819242807607,61.70897828010155,53.139688139619295,95.96157046985786,133.9062812274256,CD2 + CD58
P59901 + Q10589,1.1778284546020927,3.110721677477869,0.8001282757718116,97.12048437526559,0.11642829936235444,1.8350373350966436,2.1326530818645892,1.1334669925863565,2.9912358251177977,0.7701070900139726,83.08477025468923,0.11208980164695959,1.76546150109413,2.0515483702147463,1.1392382261661709,3.006927567989166,0.7740055902680041,86.25050515576004,0.11265133929133242,1.7745419277482455,2.062148794468669,1.1779694020283387,3.1110970517178202,0.8002238690808667,97.13894574588139,0.11644216844288735,1.8352575526691055,2.132909344765835,1.1384089624263396,3.0046754607031687,0.773445292101556,85.82291985245948,0.1125706016348147,1.773237681991091,2.0606265001134574,1.143785308647466,3.0192606976613234,0.7770786193512436,88.41997349746717,0.11309435260388057,1.7816903769745238,2.070490706162886,1.1646230272712188,3.075430353785208,0.7911781318154851,94.93466444983326,0.11513135366533334,1.8143807642635323,2.1086025878622365,BST2 + LILRA4
O60486 + O75326,0.9818753729597227,1.8251284948097037,1.8631292471915515,1.8042761389326074,0.7045626951808304,0.9898394884558019,1.3028482300595168,1.3949120004745685,2.859769361919149,2.9203093307599204,2.8260532298823584,0.9564638370296947,1.4081075347897065,1.9495146369801315,0.17830091203396403,0.29092841724853,0.29684050589989397,0.28775310088905215,0.13900337516141725,0.1793672227505052,0.21992332295566985,2.420825510820232,7.993534171669133,8.177837042719204,7.882575043938438,1.502620136339555,2.4523248931469377,4.055288088971681,1.1021701961606154,2.1019711297374783,2.1459300686800873,2.077754185988141,0.7804961823522438,1.1115251199968945,1.4829674361051408,1.9968136707279576,5.083754126709593,5.195360211475304,5.019524256977597,1.2859235126394388,2.0199757584685827,3.080339892126318,2.9035328563729035,17.765800611064495,18.255427962129374,17.415688070796417,1.7513183591946166,2.944640813928503,5.257608929948823,PLXNC1 + SEMA7A
P26842 + P32970,10.02248112504759,0.0,0.0,0.11441657109173331,10.024432608158051,10.02434113455081,5.583390389739138,9.891628781939213,0.0,0.0,0.1144158269823512,9.893542058653608,9.893451924435482,5.583206939205156,4.446855558139562,0.0,0.0,0.1143450649952622,4.447526417387195,4.447488476528193,4.429242333773674,11.969862114259778,0.0,0.0,0.11442570478169056,11.972446122363763,11.972334210213887,5.585234395788274,11.26223037401102,0.0,0.0,0.11442275473294128,11.26456975493339,11.264465380619626,5.584710228090996,8.261644128131705,0.0,0.0,0.1144045558468374,8.263119663423865,8.263045867265262,5.579431658294031,5.141272684862789,0.0,0.0,0.11436260961048017,5.142071198424972,5.142026968650612,5.092794726808196,CD27 + CD70
P30511 + P43629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HLAF + KIR3DL1
P23510 + P43489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9668044243474796,3.963021631741462,3.9631862610332655,3.965498084602946,3.9659239873614673,3.9649549631008503,3.9628460071554885,2.698343853600747,2.696243476834029,2.696320332850132,2.697530416480692,2.697783909040311,2.6972221280924575,2.6961626944041206,12.561145123817468,9.91908153903634,10.173629166713123,12.551323416986843,12.556188970227558,12.536922725738004,9.669173432810481,0.14702182848664336,0.1469389828062937,0.14694129650621424,0.1469841124790623,0.14699493567087885,0.14697191763580175,0.1469365948992536,1.0675515171862813,1.066882434275482,1.066902839793058,1.0672618935450622,1.0673474139771635,1.0671630850767784,1.0668612606268155,16.615786141643852,9.932735164290692,10.189735091176386,16.584956692161,16.605996377017,15.482194272275162,9.680897663773361,TNFRSF4 + TNFSF4
P14151 + Q14242,4.709431815573851,1.391251793302274,0.3318799770061389,9.115902067743832,12.008376063952852,7.513819567924656,5.825085183485015,3.2038718379875206,0.9523978473989132,0.2276701676498476,6.155947727805682,8.07471875491683,5.087106073683145,3.9550611558475737,17.826818962461516,5.02496650489806,1.1811990557125398,36.76719078710735,50.477569673216635,29.613116733000624,22.40560885680199,21.16573148361573,5.908089474983001,1.3848474611845631,44.322397926144845,61.54681638706052,35.49064900724227,26.69811497887659,9.467447499890511,2.745420711034285,0.6509689226433011,18.759031852402273,25.064033458199987,15.33469078113717,11.781667414983445,16.167379845756585,4.5809290197589405,1.078478396081806,33.08647488362084,45.171649852270434,26.726989554095127,20.281882483665413,22.803976332792445,6.337016885252808,1.4834908050686977,48.09801558241662,67.16601549592525,38.40622236510535,28.81283152269083,SELL + SELPLG
P16109 + Q14242,2.9096659041131137,24.380359161100458,8.109252062558278,0.5852271516805665,0.9443036634485971,0.25164904808598365,0.1344137306050719,2.837710232441209,18.890592067449408,7.793577186413597,0.5731008479963542,0.9242134604602263,0.24655962160228917,0.13171820047969796,3.0166355638197615,28.122817287071143,8.48270353342076,0.6048971634554619,0.9764730249091116,0.2600029853614956,0.13885655076296644,3.0225462907861527,28.196966309013717,8.500368510720065,0.6060516254900676,0.9783441720233412,0.2604973594365845,0.13912022952614223,2.9834355746820123,27.560285990188085,8.37805273746045,0.5985530045136258,0.9661563384348995,0.257294517048706,0.13741350791111273,3.0127941303802857,28.071209563118863,8.471070548578467,0.6041510266314702,0.9752626656161425,0.2596837178508622,0.13868631329374637,3.0248196149386075,28.223913760587948,8.507087836719833,0.6064977310122117,0.979066700857544,0.26068852117977315,0.13922221096730425,SELP + SELPLG
P08174 + P48960,11.710137924534251,102.57368508203297,152.33678097660163,131.92526128603993,62.76474396753633,78.97925565030789,99.21268135469302,8.100239564653577,66.13403323555843,95.18472461877127,83.42562419336866,41.67510017213078,51.79835530184192,64.11810144007654,6.514774405590401,51.60350764384697,73.41178844643639,64.62233685619401,32.90715939635487,40.692122182152275,50.076331845582956,1.5768539283909604,11.406256130163001,15.750568817635212,14.016173855365082,7.517373884115727,9.161600118992396,11.095713623294614,4.279401276819442,32.50929306525683,45.5788250997532,40.33728080245521,21.058161101825647,25.862336975706228,31.584339440307872,6.001235385560619,47.076911018793055,66.73628920962119,58.82276260445599,30.132166116805195,37.20068184523615,45.69657157861991,2.184417258294161,15.973555787657858,22.128382756362157,19.668940524512323,10.48822273408598,12.803668715315894,15.534480588966801,CD55 + CD97
Q9Y624 + Q9Y624,53.664655222124665,55.82542766817617,55.65321717096868,55.843964636833945,55.82403564019616,55.809404034282394,55.80398351497521,55.82542766817615,174.95506262550734,79.16448013175281,178.77218060972933,172.4690936840402,143.9033631146766,136.28873324624485,55.653217170968745,79.16448013175281,76.6055801698205,79.20066678804476,79.1614522519694,79.1264446804264,79.11180039246874,55.843964636833945,178.77218060972933,79.20066678804476,275.7861832944986,174.73141794664065,144.17913282577922,136.49199375642814,55.824035640196136,172.4690936840402,79.1614522519694,174.73141794664065,170.95058498779153,143.85562443760108,136.25875013732824,55.80940403428239,143.9033631146766,79.1264446804264,144.17913282577922,143.85562443760108,140.70928986279569,135.22726660588387,55.8039835149752,136.28873324624485,79.11180039246874,136.49199375642814,136.25875013732824,135.22726660588387,133.10986889097796,F11R + F11R
P20701 + Q9Y624,54.68096402922049,55.4928458889018,55.71945214509287,55.60963803278736,55.583573649209995,55.71269917991697,55.766741139603596,162.92464652138125,177.29054344498107,178.4033861209931,177.91940423954878,177.79044101875755,178.37611506634732,178.58628904249963,77.23709209168061,78.67759648258308,79.02342226369876,78.85860409565908,78.8187275325601,79.01343338907498,79.09284311682165,187.51995154867714,277.0813128148811,279.8591240547669,278.82019913750935,278.5039356878275,279.80610548045587,280.1997853216171,160.3487397964413,173.29667925984774,174.36710698590707,173.8994533005124,173.77539682202476,174.34066741994383,174.54470977090102,136.98554943490655,143.07687967623704,143.86335494812522,143.5086733985258,143.4175616079876,143.84281176787812,144.00293912317147,130.3670394127797,135.4670348819875,136.1910623466997,135.86213950348343,135.77828895825996,136.17190085227867,136.3216225284225,F11R + ITGALB2
Q13291 + Q13291,1.7833380822063418,0.7400141611082063,1.45553136871888,0.10393425045390359,3.1990890284096167,2.0948626882942563,0.03651787149840402,0.7400141611082063,0.3073713951390573,0.604168402027085,0.043195718374249736,1.32580863494627,0.8690386379581696,0.015178018155438622,1.45553136871888,0.604168402027085,1.1880919505161955,0.08487059174922251,2.6100077414190537,1.7096416939368737,0.029820340086985198,0.10393425045390359,0.043195718374249736,0.08487059174922251,0.0060726568270865755,0.18606244088812218,0.12203425665677514,0.0021338814451610233,3.1990890284096167,1.32580863494627,2.6100077414190537,0.18606244088812218,5.74848333913053,3.7593367421771973,0.06536859817879304,2.0948626882942563,0.8690386379581696,1.7096416939368737,0.12203425665677514,3.7593367421771973,2.4610116719204598,0.042876608512187886,0.03651787149840402,0.015178018155438622,0.029820340086985198,0.0021338814451610233,0.06536859817879304,0.042876608512187886,0.0007498314839722298,SLAMF1 + SLAMF1
P25942 + P29965,10.158445762257202,2.644015279102632,0.0,0.0,16.260288724388488,6.468126705764178,0.0,3.4685782509958,2.532662025594594,0.0,0.0,3.478959834308749,3.442475571882804,0.0,10.085778466614208,2.635756946179556,0.0,0.0,15.258411746871982,6.439721934523511,0.0,9.50851069646746,2.629346020664452,0.0,0.0,10.05647512892262,6.39610591090041,0.0,1.4468353548264643,1.4059680946968949,0.0,0.0,1.4497100718170293,1.441745287585095,0.0,0.7281120889483255,0.7157210785594174,0.0,0.0,0.7293870437105987,0.7260368415066623,0.0,8.218159686866025,2.6249616388460266,0.0,0.0,8.352148990671516,6.338586285676357,0.0,CD40 + CD40LG
Q92692 + Q92692,0.0033615002694169505,0.0354857187546922,0.0021192285120286147,0.04990152570256923,0.028123098985091355,0.04024313451324302,0.010576949141716474,0.0354857187546922,0.4619638400119266,0.022197618345892955,0.7106171340918701,0.348832383042069,0.5401928024995084,0.11691679157167201,0.0021192285120286147,0.022197618345892955,0.0013365383963706012,0.03113946548145785,0.01761847739650957,0.02515147977793042,0.006654595008038333,0.04990152570256923,0.7106171340918701,0.03113946548145785,1.162466238532624,0.5228161088489642,0.846735892772188,0.16695943905899435,0.028123098985091355,0.348832383042069,0.01761847739650957,0.5228161088489642,0.2667565105150369,0.40444950550371495,0.09180487456218778,0.04024313451324302,0.5401928024995084,0.02515147977793042,0.846735892772188,0.40444950550371495,0.6354384653666121,0.1333217905606756,0.010576949141716474,0.11691679157167201,0.006654595008038333,0.1669594390589948,0.09180487456218778,0.1333217905606756,0.033665222253455696,PVRL2 + PVRL2
Q15762 + Q92692,0.026117367000069613,0.08673862913890495,0.08418492158311963,0.08340888130641311,0.09055821945813136,0.09083515591703417,0.09174244045601654,0.2989600337186282,1.4090708883036545,1.3629391555813246,1.3486237396477687,1.47508347876704,1.4797238992646982,1.494785119306755,0.016400744830402436,0.053962702584170685,0.05237804399191859,0.05189672882661078,0.05633541339727799,0.05650757336647416,0.057071723781248807,0.42751790756237096,2.629135877984675,2.5337835220050344,2.5035903168726374,2.7598460127485183,2.768762326311247,2.797446837796045,0.2336345986835242,0.9928668223070982,0.961445900803243,0.9517606372675669,1.0384710698645847,1.0417088045277012,1.052248625648872,0.34148426108836905,1.7388029885166816,1.6803043803206776,1.6620533532157449,1.8215629052065694,1.8273343873078645,1.846022325141476,0.0840059487528233,0.2959673188594518,0.2871088297369191,0.2844081097326363,0.30912659760523553,0.31007614599889877,0.3131824557813587,CD226 + PVRL2
Q495A1 + Q92692,0.015875531304875068,0.017484174643737305,0.016435401924525195,0.02569575723418538,0.007891867592952906,0.029197920021204027,0.012790623542557,0.251661004652469,0.2774705139498188,0.2606378487854073,0.4099777638267277,0.1243749859210368,0.46684053069888165,0.2023139856677858,0.009882709267145628,0.010883799451306686,0.010231133459569719,0.01599329011015982,0.004913519973118952,0.018172104227510033,0.00796276489062464,0.45931084065948014,0.5069091523234768,0.4758564879374063,0.7525420122532189,0.2258612694693234,0.8585426671259917,0.36854439419851204,0.17868758037118582,0.19694543869155368,0.18503916219075123,0.2905146354728245,0.08846867054309726,0.3305904559905599,0.1437466838638457,0.3086885519729421,0.34043785858606057,0.31972957157151427,0.5036695219314886,0.1523469131518702,0.5738238199230388,0.24802884025790206,0.05395863735178352,0.0594369206001808,0.055865092923578885,0.0874274284305514,0.02679780002161536,0.09937684563679383,0.04345796845378658,PVRL2 + TIGIT
P33681 + Q9NZQ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292098548898605,0.0,0.0,0.0,0.006946771340358815,0.0,0.050645744991495434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03926539108754756,0.0,0.0,0.0,0.0009768629012922858,0.0,0.007069304914264052,0.07011816662343229,0.0,0.0,0.0,0.0017342579679997527,0.0,0.01256288324548116,0.15629072993021698,0.0,0.0,0.0,0.0038049401161357466,0.0,0.027635681144341007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CD274 + CD80
P15151 + Q15762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714275939057507,4.4823247889192235,4.3348850327203134,4.285675802192118,4.665187360556352,4.676885029483287,4.713875228098814,0.2648850502913014,0.9559317690785747,0.9329767752499016,0.9258260040495898,0.9886274222517173,0.9909224622566271,0.9983706203938709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04862651805514462,0.1364700397858467,0.1334061253715113,0.13246528730516616,0.14096261349616412,0.1412842188703749,0.14233399210971243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4757757558647884,2.6425347015687706,2.569166618037018,2.54557815805512,2.7406201860913058,2.7472179505984897,2.7683704005877416,CD226 + PVR
P15151 + P40200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356280482867069,2.397597543902595,3.216368612284919,4.665615984252116,4.703057041074372,4.706650318876296,4.694818026978693,0.5762883419086211,0.8875870451244208,0.9274672906310166,0.9913158763716545,0.9969177645533165,0.9975209494160033,0.9955820711999763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11048008492650896,0.13113879274770834,0.1345049914453429,0.14140701810268475,0.1421502901500844,0.14223208993839265,0.14197039983437243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7933930183244973,2.023265593597844,2.374159162060772,2.7451240245639124,2.763310732428561,2.7651730171090847,2.7591223488659793,CD96 + PVR
P15151 + Q8N109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12076543357215996,0.0,0.05549900353528159,0.38195137958857117,0.35809280171638136,0.0,0.0,0.0268132895208808,0.0,0.012338687029597395,0.08436995538738756,0.07913591015108068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003865640409166815,0.0,0.0017794473405103872,0.012147985517039217,0.01139565050553415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07267835351643015,0.0,0.03342252348618757,0.22926582766331194,0.21499470712586088,KIR2DL5A + PVR
P15151 + Q495A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.707726434134766,4.716366006841828,4.711293674098163,4.731297538998381,3.229475722647656,4.733588606610606,4.654166486099417,1.0011530835241946,1.0015178951698767,1.0012896148590178,1.0025912917156612,0.996122769327513,1.0028481091736525,1.0001341572241964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427774472886063,0.14281832589996402,0.1427926008244329,0.1429462285351546,0.142317402849091,0.14297864844818875,0.14266953765262125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77304630873007,2.7749151771215135,2.7737668023849054,2.7795205012898414,2.69860368263241,2.7804607757189093,2.766708715944599,PVR + TIGIT
P13747 + P26715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.067950537728706,4.769102569916583,5.812062276487282,5.905980075918137,6.304876699007707,6.339168363894487,6.407340027995588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6939889912132742,0.5538275492931319,0.6660336436812457,0.6762661937242314,0.7201097366239253,0.7239117355192093,0.7314874073114481,1.9286673794119622,1.533912511319258,1.8501599037656717,1.878914066764267,2.001869934024967,2.012511214055735,2.0337034347138,2.89659561378258,2.297490496108857,2.7777141466587523,2.821276984905353,3.0072625448422627,3.0233336463356295,3.055326272091719,138.8895487356883,58.79135098760548,117.26385230757792,125.08453797999451,157.45736473406643,159.79571953505388,164.12124496694068,HLAE + KLRC1D1
P06734 + P20023,146.27682070167606,15.848499107445718,0.24821287596807906,0.0,0.06707707466807733,1.1469894004123944,0.0,1.6440071754408478,1.4970976637454712,0.12257116140873658,0.0,0.03406278987742928,0.4889543561008567,0.0,1.1617388957602657,1.0609850004864327,0.10048370751759883,0.0,0.02821488469039024,0.38291007954493783,0.0,1.8802903863593485,1.709751103581974,0.13122944234096523,0.0,0.036336865685473896,0.5326164625568486,0.0,0.9234932788640293,0.8445608146062753,0.08664299908944173,0.0,0.024505888714032587,0.3206234747494685,0.0,0.11081963502833503,0.10179841671244105,0.014432776542678494,0.0,0.004280249116749846,0.045989643830571136,0.0,0.45254217132747954,0.41494701041587057,0.05080400329923118,0.0,0.01468238566423774,0.17428740032999057,0.0,CR2 + FCER2
Q7Z6A9 + Q92956,54.42540455722619,6.016501120644136,11.381878758862854,14.93116632822273,25.447175122445657,36.32893456769182,22.156451341804086,3.7603616402276856,2.5834860494590726,3.207609411181779,3.3806977275958685,3.6026612675533674,3.6926694884710543,3.5569290133268403,3.261253386276902,2.2986463297323825,2.8039870421065443,2.944975047189339,3.128357831453009,3.203895056214783,3.090265665976789,26.632635986180976,5.606754996906725,10.40748669435996,13.412366498440848,20.744304935511323,24.65062320631091,18.787833568447205,43.996309538260945,5.814680026709208,10.948808162640312,14.309273236946282,24.00291757053189,33.23978435354567,21.02354708388064,26.113337958083335,5.5964270583287785,10.378091222532417,13.360586929101519,20.540912359145782,24.247188384668576,18.647144925260275,9.170978748388258,4.4842173446056135,6.879386122927837,7.685018810757829,8.63180767849829,8.954810631641344,8.45251355045388,BTLA + TNFRSF14
Q96RJ3 + Q9Y275,75.9747625811784,6.29856297321129,2.309917892986334,51.16767687209682,2.4314354258675053,3.286978018565293,7.8166052482982025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8737312434464926,1.8734196026117025,1.8704192996030933,1.8737212813350297,1.87113661432391,1.8727143864970568,1.8735042453610697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNFRSF13C + TNFSF13B
P21854 + Q92854,21.793296606063222,3.9460455054855856,9.766769866266145,16.495019435667245,175.77963890265062,195.4229162668522,164.52821787220705,0.6252219340068788,0.44771522044932643,0.5672834087976621,0.6093156581390353,0.6715739572037478,0.6722652663892745,0.6711041502967987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.126622881102744,3.6264027417453555,8.730073349464417,13.942720774414788,23.427018577718997,23.458303890939035,23.405240690606206,12.178338657597628,3.3977047005187844,7.715776903809688,10.928623273992471,14.298141527434694,14.315272426867026,14.286339770973584,10.891033121982556,3.3140964905058015,7.3202859453392195,9.952892381990738,12.551018765366706,12.565756946076988,12.540884310659564,6.21608924527605,2.759109331443264,5.026361160911162,5.925226931138118,6.862061912222771,6.8696191933357795,6.856895463836224,CD72 + SEMA4D
P41217 + Q8TD46,5.142764599474312,0.2527828022431322,4.322934865063541,3.177521741557115,2.2851934649525933,4.12577450346123,4.115711867896014,11.563802660212552,0.42331237683976575,9.32600157229388,6.373390069146218,4.319970997281487,8.797113343209205,8.77030055174361,0.8377760691848195,0.053330635429158946,0.7205972589110843,0.5548099268583186,0.4182398338999942,0.6924429192301176,0.6910038523403266,32.90124823135771,0.6606522533883563,21.9588899277636,12.441398769373635,7.670332178072524,19.921970555187965,19.823385105903352,14.356982700988286,0.47313204746960125,11.340626076760064,7.513124042029144,4.989126105724395,10.63905554131387,10.603652896604448,8.382951137770192,0.3513110692060266,6.908455584878421,4.8952397123549325,3.409940531912204,6.555835559365651,6.537886757760994,2.1817197595806377,0.12722772162378426,1.8638739342880513,1.4150053200332415,1.050724178957008,1.787415303282181,1.7835081260242305,CD200 + CD200R1
Q96DU3 + Q96DU3,90.52001689489853,21.421688622160048,5.345889131075353,15.09426860578003,30.874929598338866,75.20270894587304,79.48856405663827,21.421688622160048,7.1040385496934135,1.947368375656069,5.191455355236471,9.710758336061687,18.97821771236636,19.689838315234482,5.345889131075353,1.947368375656069,0.5592977321492043,1.4468215474413313,2.606413796378348,4.79393315299933,4.955291119972543,15.09426860578003,5.191455355236471,1.4468215474413313,3.8165695742454204,7.041087247070337,13.438556628204509,13.921582282493915,30.874929598338866,9.710758336061687,2.6064137963783622,7.041087247070351,13.415095087057807,27.143005027300802,28.226459385935044,75.20270894587304,18.97821771236636,4.79393315299933,13.438556628204509,27.143005027300802,63.44907158958739,66.77791215268866,79.48856405663827,19.689838315234482,4.955291119972543,13.921582282493915,28.226459385935044,66.77791215268866,70.36614796127492,SLAMF6 + SLAMF6
P26718 + Q9BZM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.338006069408603,16.904602111814306,15.488536244886468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLRK1 + ULBP3
Q02413 + Q08554,3.6978349031509694,1.5964332225980726,0.061904937416858985,7.612244399609523,6.335757044382515,8.936842044556165,2.326156071665878,0.9888144124254623,0.46454215324291503,0.019362988387428004,1.8273852354635878,1.5634921726825155,2.10280396898316,0.656019692320621,4.754829500497031,1.9918604166387368,0.07565514196010525,10.29787806699128,8.448702732163202,12.22102823073351,2.9324118466038804,12.685505952060595,4.583800968338707,0.16078797541730694,47.307193378002964,30.547393699799272,81.05611165749235,7.060303073150365,9.371932214403536,3.53266329269276,0.12647049814928835,27.407496377909645,20.114420335753373,36.07993997400789,5.375083246754457,12.487546086692845,4.519348363802351,0.15864838771709344,46.095228715596846,29.938157444368755,77.44386321584625,6.9578616461130025,7.528510377843812,2.9432617515585733,0.10734705190128935,19.205737035243672,14.92193650498357,23.83815455575578,4.429781137276649,DSC1 + DSG1
Q08554 + Q14126,0.0,0.0031512561920550297,0.0,0.0,0.09773580109555269,1.2562969961821793,0.0,0.0,0.0008179298647021938,0.0,0.0,0.025321383685934507,0.3186151081238222,0.0,0.0,0.004125709246920906,0.0,0.0,0.12804925283401758,1.6600430778600455,0.0,0.0,0.01577630512187511,0.0,0.0,0.49249488656525386,6.888683427078959,0.0,0.0,0.009377680429608404,0.0,0.0,0.2919970385847108,3.9439217323830675,0.0,0.0,0.015258212808461735,0.0,0.0,0.4762496174712112,6.647455917903116,0.0,0.0,0.007008899112292966,0.0,0.0,0.21794831469161835,2.893135551098304,0.0,DSC1 + DSG2
Q02413 + Q08554,3.697834903150973,0.9888144124254623,4.754829500497031,12.685505952060595,9.371932214403536,12.48754608669286,7.528510377843812,1.5964332225980726,0.46454215324291503,1.9918604166387368,4.583800968338707,3.53266329269276,4.519348363802351,2.9432617515585733,0.061904937416858985,0.019362988387428004,0.07565514196010525,0.16078797541730694,0.12647049814928835,0.15864838771709344,0.10734705190128935,7.612244399609523,1.8273852354635878,10.29787806699128,47.307193378002964,27.407496377909645,46.095228715596846,19.205737035243672,6.335757044382515,1.563492172682512,8.448702732163202,30.547393699799272,20.114420335753373,29.938157444368755,14.92193650498357,8.936842044556165,2.10280396898316,12.221028230733516,81.05611165749235,36.07993997400789,77.44386321584625,23.83815455575578,2.326156071665878,0.656019692320621,2.9324118466038804,7.060303073150365,5.375083246754457,6.9578616461130025,4.429781137276649,DSC1 + DSG1
Q02413 + Q02487,5.974450541698715,0.6785182691378253,1.1212559209634776,0.11943273459810655,1.1837533149034698,0.7003076385824585,0.4371223811008349,2.194234851738557,0.2584830718972171,0.42559090285621437,0.04571481198858862,0.4490854415243746,0.26673528208307573,0.16686129805474081,0.07766214036902852,0.009345249762247931,0.015352524853128102,0.0016576796931246918,0.016195059398569356,0.009642519486419587,0.0060403359433252035,20.89483658924776,2.0875857588901425,3.4876768228562725,0.36243613151459897,3.6877706794571026,2.155783019648254,1.3369113354719815,13.897874520823322,1.4699745042238561,2.444744035267192,0.25664707795216657,2.583334996590395,1.517659665818499,0.9436866573406917,34.34041681698389,3.1187778109800206,5.24476160740879,0.5371849365500196,5.55091211994727,3.221683638351905,1.9903700729459217,3.3628611278845426,0.39162043146907877,0.6455574775678912,0.06915478639790251,0.6813057745746249,0.40414682527057266,0.2526410173463205,DSC2 + DSG1
Q02413 + Q14574,0.0,0.04340500474000919,0.21214894273060025,0.13849569989704946,0.46090507175598816,0.2217466026067143,0.0,0.0,0.01683815317549886,0.08215732003986886,0.05367447495415689,0.17804341233786403,0.08586575137945829,0.0,0.0,0.0006155469679853809,0.003000048000366462,0.0019609223080720994,0.006490936029571515,0.003135267311733969,0.0,0.0,0.12620922033012505,0.6196737459101627,0.4037359697358909,1.3553475787319513,0.6478754055982137,0.0,0.0,0.09102438287214909,0.4461290761004051,0.290891791710024,0.97319918551608,0.4663854249883741,0.0,0.0,0.18163939158269216,0.8938923235422607,0.5818079856332901,1.9619228794769583,0.9346976626611081,0.0,0.0,0.025362898641780873,0.12382182187253932,0.08087448287960797,0.26855586256186115,0.12941506302981054,0.0,DSC3 + DSG1
Q15762 + Q92692,0.026117367000069613,0.2989600337186282,0.016400744830402436,0.42751790756237096,0.2336345986835242,0.34148426108836905,0.08400594875282352,0.08673862913890495,1.4090708883036545,0.053962702584170685,2.629135877984675,0.9928668223070982,1.7388029885166816,0.2959673188594518,0.08418492158311963,1.3629391555813246,0.05237804399191859,2.5337835220050344,0.9614459008032448,1.6803043803206776,0.2871088297369191,0.08340888130641311,1.3486237396477687,0.05189672882661078,2.503590316872639,0.9517606372675669,1.6620533532157449,0.2844081097326363,0.09055821945813136,1.475083478767047,0.05633541339727799,2.759846012748511,1.0384710698645847,1.8215629052065694,0.30912659760523553,0.09083515591703417,1.4797238992646982,0.05650757336647416,2.768762326311247,1.0417088045277012,1.8273343873078645,0.31007614599889877,0.09174244045601654,1.494785119306755,0.057071723781248807,2.797446837796045,1.052248625648872,1.846022325141476,0.3131824557813587,CD226 + PVRL2
