Interaction,B + B,B + M14,B + M16,B + DC,B + T4,B + T8,B + NK,M14 + B,M14 + M14,M14 + M16,M14 + DC,M14 + T4,M14 + T8,M14 + NK,M16 + B,M16 + M14,M16 + M16,M16 + DC,M16 + T4,M16 + T8,M16 + NK,DC + B,DC + M14,DC + M16,DC + DC,DC + T4,DC + T8,DC + NK,T4 + B,T4 + M14,T4 + M16,T4 + DC,T4 + T4,T4 + T8,T4 + NK,T8 + B,T8 + M14,T8 + M16,T8 + DC,T8 + T4,T8 + T8,T8 + NK,NK + B,NK + M14,NK + M16,NK + DC,NK + T4,NK + T8,NK + NK,Pair_label
P06729 + P19256,18.242854817083558,9.547686751691725,4.307815001705613,25.48161719836851,32.43999253161604,32.45117902014644,32.454501802074645,19.35887931158448,9.874601322670621,4.421088752999616,28.955659001218045,93.23699186738355,93.28411325347398,93.2977040904533,19.337313433617084,9.865986950147274,4.417696438458833,28.912925239839225,87.97290434418628,88.01578686536362,88.0281924280761,19.15280891691809,9.797468438284103,4.391612164113496,28.509105501438015,61.67622139769787,61.70155038264767,61.70897828010155,19.034616229500315,9.75780748750239,4.377195655732372,28.211400739036517,53.112905416840874,53.13359623114653,53.139688139619324,19.368677523539787,9.878561235400376,4.42265701942781,28.97478546217978,95.89798023988484,95.94735263347536,95.96157046985786,19.45946533656302,9.9167017231769,4.438056493658152,29.143759971129768,133.7890617585668,133.8805925379763,133.9062812274256,CD2 + CD58
O60486 + O75326,0.9818753729597227,1.3949120004745685,0.17830091203396403,2.420825510820233,1.1021701961606158,1.9968136707279576,2.9035328563729035,1.8251284948097037,2.859769361919149,0.29092841724853,7.993534171669133,2.1019711297374783,5.083754126709593,17.765800611064495,1.8631292471915515,2.9203093307599204,0.29684050589989397,8.177837042719204,2.1459300686800873,5.195360211475304,18.255427962129374,1.8042761389326074,2.8260532298823584,0.28775310088905215,7.882575043938438,2.077754185988141,5.019524256977597,17.415688070796417,0.7045626951808304,0.9564638370296947,0.13900337516141725,1.502620136339555,0.7804961823522438,1.2859235126394384,1.7513183591946166,0.9898394884558019,1.4081075347897065,0.1793672227505052,2.4523248931469386,1.1115251199968945,2.0199757584685827,2.944640813928503,1.3028482300595168,1.9495146369801306,0.21992332295566985,4.055288088971681,1.4829674361051408,3.080339892126318,5.257608929948823,PLXNC1 + SEMA7A
Q6GTX8 + Q8NHJ6,0.18564536653946107,13.042946693822842,5.9320576392415205,67.09215685186791,1.1290204275474025,0.8088015766445551,0.7972939775504528,0.10258551786296266,7.1522859619987,3.2667097490715378,35.68130012457493,0.6235298384355019,0.44676698071998544,0.4404134452031485,0.11677441024187374,8.152740011588094,3.7208426696188326,40.888801009891154,0.7098446296349721,0.5085949655890545,0.5013615401902598,0.08265515084212893,5.751368458529782,2.6297056001604915,28.478245351309738,0.5023160825905961,0.35993379328169794,0.35481576243444124,0.041930680022119304,2.905452677731205,1.331510033952668,14.166590348311615,0.25474307565127674,0.18255522386641587,0.1799600945283828,0.07896331065069262,5.492440679832043,2.5118264887626083,27.158321942129533,0.4798665107225588,0.3438508276896073,0.33896160126641917,0.16382391452373213,11.48766344152034,5.230266224985371,58.62528823566845,0.9961698761072739,0.7136651576756776,0.7035123728064718,LAIR1 + LILRB4
O14798 + P50591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49658881706781655,0.49477606816444886,0.49803054569059935,0.4990314575089432,0.4985242391636513,0.49893778386507215,0.4990275953877443,2.745675486696223,2.582761106559528,2.771651813255682,2.780090830970094,2.776339595311751,2.7794629043944266,2.780065458528659,0.2479493083394786,0.24717736470404805,0.24860592140458948,0.24908633718709083,0.24884024947099448,0.24904047295815523,0.24908444245118844,0.6988472410901134,0.69591307337294,0.7010417873519281,0.7024975190784524,0.7017665522150933,0.7023635499837759,0.7024920047126582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNFRSF10C + TNFSF10
P14151 + Q14242,4.709431815573851,3.2038718379875206,17.826818962461516,21.16573148361573,9.467447499890511,16.167379845756585,22.803976332792445,1.391251793302274,0.9523978473989132,5.02496650489806,5.908089474983001,2.745420711034285,4.5809290197589405,6.337016885252808,0.3318799770061389,0.2276701676498476,1.1811990557125398,1.3848474611845631,0.6509689226433011,1.078478396081806,1.4834908050686977,9.115902067743832,6.155947727805682,36.76719078710735,44.322397926144845,18.759031852402273,33.08647488362084,48.09801558241662,12.008376063952852,8.07471875491683,50.477569673216635,61.54681638706052,25.064033458199987,45.171649852270434,67.16601549592525,7.513819567924656,5.087106073683145,29.613116733000624,35.49064900724227,15.33469078113717,26.726989554095127,38.40622236510535,5.825085183485015,3.9550611558475737,22.40560885680199,26.698114978876617,11.781667414983445,20.281882483665413,28.81283152269083,SELL + SELPLG
P13591 + P13591,0.0003076955215988164,0.00010208767631070259,0.00020898981574646314,0.002066844449728933,0.0009358466751052674,0.04479483599232026,0.22198014314903958,0.00010208767631070259,3.387082864492186e-05,6.933897847716253e-05,0.0006857358694105642,0.00031049581232878154,0.014859619224466769,0.07360596747196269,0.00020898981574646314,6.933897847716253e-05,0.00014194795946309569,0.001403816257266044,0.0006356354680292498,0.03042265677382261,0.1507288836214684,0.002066844449728933,0.0006857358694105642,0.001403816257266044,0.013884191396044798,0.006286380788310453,0.30132371653937184,1.4985569335162836,0.0009358466751052674,0.00031049581232878154,0.0006356354680292498,0.006286380788310453,0.0028463714718327537,0.13631152747908004,0.6763511216709048,0.04479483599232026,0.014859619224466769,0.03042265677382261,0.30132371653937184,0.13631152747908004,6.752682351359823,36.96522060048244,0.22198014314903958,0.07360596747196269,0.1507288836214684,1.4985569335162836,0.6763511216709048,36.96522060048244,393.0003054783606,NCAM1 + NCAM1
P11362 + P13591,0.0,0.0,0.0,0.0,4.9072045111842044e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.632849040689166e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.337662410629605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003216543601780586,0.0,0.0,0.0,0.0,0.0,0.0,0.00014794202228429754,0.0,0.0,0.0,0.0,0.0,0.0,0.0043916087100299706,0.0,0.0,0.0,0.0,0.0,0.0,0.008586811803809269,0.0,0.0,FGFR1 + NCAM1
P05362 + P20701,72.2518716823555,73.52931658921833,73.8471829346588,73.69510891094365,73.65847560195562,73.83793589688878,73.91155794201177,165.59889270418833,181.71851393168902,182.8798860076776,182.37738608052547,182.24281441997522,182.85167795014803,183.06874430064295,189.46279875755957,322.8082943713989,327.07683006345115,325.6422935484703,325.1693991335236,327.00778136303074,327.51051106808245,188.97062317811768,307.80881453051586,311.50318322777395,310.21228889295696,309.79842118246086,311.4397701190029,311.90455636196043,13.968222547614815,14.115425729780497,14.166350899086183,14.141010907261602,14.135183243890992,14.164754707045404,14.177673486976687,62.117848523801825,63.1085163646965,63.37243505607614,63.2452171967538,63.214835158657365,63.36464847641389,63.4268281600813,101.91243945137983,104.47052940633213,104.97092973469444,104.73725559044289,104.67941966565206,104.95700980135928,105.06682675132458,ICAM1 + ITGALB2
P05362 + P20702,0.3618581429025838,71.43861023055064,73.2095916107553,72.94585881698026,0.4998729363490426,18.566333322758993,71.97581242173419,0.4229214405134911,175.76919342006846,181.23968770620468,180.501052977433,0.5844324034947448,23.05047758456203,177.5601828302885,0.4452915357823599,310.2160268880883,323.9976633533603,322.42382345788803,0.6153859555747658,24.52913138520813,315.2984950288575,0.44380406894330804,295.9784004283888,308.58540857453465,307.11568260015224,0.6133282678212026,24.43445397489748,300.56356102331154,0.17841057192148568,13.742250219699088,14.046575676135035,13.999134143722927,0.245825705106423,6.516012703055672,13.831181265569455,0.34789883533157706,61.33734737744783,62.827289591820545,62.60353908970444,0.4805335960493835,17.499454150810422,61.78625315910256,0.3898829281585705,101.38087344435621,104.05467619386604,103.66668301351854,0.5386907668430752,20.68278622499532,102.20886906540505,ICAM1 + ITGAXB2
P05362 + P11215,58.9891513247363,73.93425859777471,73.78689942028211,72.616753728783,20.921443602151413,73.62220547664947,73.9770116079385,72.36524937301787,183.13669839672843,182.71769559587165,176.49427213428197,21.976743811673003,182.18820463301796,183.24977611752547,73.84475449639186,327.66689588957934,326.7497918111019,263.98155880817023,22.236572163105734,325.3201297302399,327.88836857358274,73.76854420571364,312.04946697223227,311.1959143733958,260.3793877950493,22.22077304961593,309.8995712791432,312.2582877307009,13.318647246695384,14.181597459440127,14.15527136511082,13.987723176948123,10.578836295348784,14.127503144773755,14.189516462042775,53.419623485998464,63.445956629853754,63.32109616665923,62.37142544681156,20.573404697652382,63.18301679110846,63.4824186576152,67.66361771778196,105.10089072111964,104.88324296036353,102.89204915449226,21.484023171331373,104.63192901378869,105.16279996673711,ICAM1 + ITGAMB2
Q13740 + Q13740,5.793156443641948,1.5290850879572702,6.003432781950465,26.452556244330594,7.512782418466344,8.650829453519123,8.362891996729331,1.5290850879572702,0.41198272945479175,1.583061598034817,6.5040229354319194,1.9676985122924862,2.2546038166029803,2.1822570075598833,6.003432781950465,1.583061598034817,6.221628999938019,27.513413424117118,7.788387277456621,8.970354988350692,8.671254688804538,26.452556244330594,6.5040229354319194,27.513413424117118,188.07832445321628,35.3662766259672,41.579469572341054,39.98263130479597,7.512782418466344,1.9676985122924862,7.788387277456621,35.3662766259672,9.772442234141323,11.27501085905763,10.894318348224743,8.650829453519123,2.2546038166029803,8.97035498835072,41.579469572341054,11.27501085905763,13.02547017859041,12.581561927793501,8.362891996729331,2.1822570075598833,8.671254688804538,39.98263130479597,10.894318348224743,12.581561927793501,12.153785029779385,ALCAM + ALCAM
P30203 + Q13740,27.099151160507624,0.45246547424907035,0.022019917851061166,1.084904311389053,44.02381286633897,43.982963898525895,43.5982860200029,10.210966324527478,0.4295033470441929,0.020952583664909596,1.0258708690341853,10.608925891079139,10.600353521521214,10.543442076918609,27.20119163118995,0.45276078687990307,0.022034019863507837,1.0856326326544519,45.840497074154655,45.79762834598347,45.384092907259735,28.19905179556625,0.45914380983080605,0.022341413378342168,1.1011782329405833,405.21027396849513,386.8735876776493,109.85352182590057,27.62638816968207,0.4543992067138305,0.022112448032583387,1.0896588391525484,59.42260848170281,59.363627179380416,58.665169441999765,27.78213152066617,0.4552595272536166,0.022153759517969718,1.0917630567844725,70.34344842875839,70.27009596049487,69.20136513882525,27.749716972523203,0.45506377367139095,0.022144351781463456,1.0912848726921425,67.52147619265872,67.45196730735174,66.49642669835369,ALCAM + CD6
P23510 + P43489,0.0,3.9668044243474796,2.698343853600747,12.561145123817468,0.14702182848664336,1.0675515171862813,16.615786141643852,0.0,3.9630216317414617,2.696243476834028,9.91908153903634,0.1469389828062937,1.066882434275482,9.932735164290692,0.0,3.9631862610332655,2.696320332850132,10.173629166713123,0.14694129650621335,1.066902839793058,10.189735091176379,0.0,3.965498084602946,2.697530416480692,12.551323416986843,0.1469841124790623,1.0672618935450622,16.584956692161,0.0,3.965923987361469,2.6977839090403126,12.556188970227558,0.14699493567087707,1.0673474139771635,16.605996377017,0.0,3.9649549631008503,2.6972221280924575,12.536922725738004,0.14697191763580175,1.0671630850767784,15.482194272275073,0.0,3.9628460071554867,2.6961626944041206,9.669173432810481,0.1469365948992536,1.0668612606268155,9.680897663773354,TNFRSF4 + TNFSF4
